시도,시군구,법정동,고등학교수,중학교수,초등학교수,총학교수
전라남도,신안군,임자면,1,1,2,4
전라남도,신안군,자은면,0,1,1,2
전라남도,신안군,장산면,0,1,1,2
전라남도,신안군,증도면,0,1,1,2
전라남도,신안군,지도읍,1,1,1,3
전라남도,신안군,팔금면,0,0,1,1
전라남도,신안군,하의면,1,1,1,3
전라남도,신안군,흑산면,0,2,4,6
전라남도,여수시,경호동,0,0,1,1
전라남도,여수시,공화동,0,1,2,3
전라남도,여수시,관문동,1,1,0,2
전라남도,여수시,광무동,0,0,1,1
전라남도,여수시,국동,0,1,2,3
전라남도,여수시,남면,1,1,2,4
전라남도,여수시,남산동,0,0,1,1
전라남도,여수시,덕충동,1,2,0,3
전라남도,여수시,돌산읍,1,2,4,7
전라남도,여수시,동산동,1,1,0,2
전라남도,여수시,만흥동,0,0,1,1
전라남도,여수시,묘도동,0,0,1,1
전라남도,여수시,문수동,1,1,4,6
전라남도,여수시,미평동,1,1,2,4
전라남도,여수시,봉강동,1,1,0,2
전라남도,여수시,봉계동,0,1,1,2
전라남도,여수시,봉산동,0,0,1,1
전라남도,여수시,삼산면,0,1,1,2
전라남도,여수시,상암동,0,0,1,1
전라남도,여수시,서교동,0,0,1,1
전라남도,여수시,선원동,1,2,1,4
전라남도,여수시,소라면,1,2,5,8
전라남도,여수시,소호동,0,0,2,2
전라남도,여수시,수정동,1,0,0,1
전라남도,여수시,신기동,0,0,2,2
전라남도,여수시,신월동,0,0,1,1
전라남도,여수시,안산동,1,1,0,2
전라남도,여수시,여서동,1,0,1,2
전라남도,여수시,웅천동,0,1,3,4
전라남도,여수시,율촌면,0,1,2,3
전라남도,여수시,종화동,0,0,1,1
전라남도,여수시,주삼동,0,0,1,1
전라남도,여수시,학동,0,0,1,1
전라남도,여수시,화양면,1,2,3,6
전라남도,여수시,화장동,1,1,2,4
전라남도,여수시,화정면,0,1,2,3
전라남도,영광군,군남면,0,1,1,2
전라남도,영광군,군서면,0,1,1,2
전라남도,영광군,낙월면,0,0,1,1
전라남도,영광군,대마면,0,1,1,2
전라남도,영광군,묘량면,0,0,1,1
전라남도,영광군,백수읍,1,1,2,4
전라남도,영광군,법성면,1,1,1,3
전라남도,영광군,불갑면,0,0,1,1
전라남도,영광군,염산면,1,1,1,3
전라남도,영광군,영광읍,3,3,2,8
전라남도,영광군,홍농읍,0,1,2,3
전라남도,영암군,군서면,1,1,1,3
전라남도,영암군,금정면,0,1,1,2
전라남도,영암군,덕진면,0,0,1,1
전라남도,영암군,도포면,0,1,1,2
전라남도,영암군,미암면,0,0,1,1
전라남도,영암군,삼호읍,1,2,5,8
전라남도,영암군,서호면,0,1,1,2
전라남도,영암군,시종면,0,1,1,2
전라남도,영암군,신북면,1,1,1,3
전라남도,영암군,영암읍,2,2,1,5
전라남도,영암군,학산면,1,1,2,4
전라남도,완도군,고금면,1,1,1,3
전라남도,완도군,군외면,0,1,1,2
전라남도,완도군,금당면,0,1,1,2
전라남도,완도군,금일읍,1,1,2,4
전라남도,완도군,노화읍,1,2,5,8
전라남도,완도군,보길면,0,1,2,3
전라남도,완도군,생일면,0,1,1,2
전라남도,완도군,소안면,0,1,1,2
전라남도,완도군,신지면,0,1,2,3
전라남도,완도군,약산면,1,1,1,3
전라남도,완도군,완도읍,2,2,4,8
전라남도,완도군,청산면,0,1,2,3
전라남도,장성군,남면,0,1,1,2
전라남도,장성군,동화면,0,0,1,1
전라남도,장성군,북이면,0,1,1,2
전라남도,장성군,북일면,0,0,1,1
전라남도,장성군,북하면,0,0,1,1
전라남도,장성군,삼계면,1,1,1,3
전라남도,장성군,삼서면,0,1,1,2
전라남도,장성군,서삼면,0,0,1,1
전라남도,장성군,장성읍,3,2,2,7
전라남도,장성군,진원면,0,0,2,2
전라남도,장성군,황룡면,0,1,1,2
전라남도,장흥군,관산읍,1,1,2,4
전라남도,장흥군,대덕읍,1,1,1,3
전라남도,장흥군,부산면,0,0,1,1
전라남도,장흥군,안양면,0,1,1,2
전라남도,장흥군,용산면,0,1,1,2
전라남도,장흥군,유치면,0,1,1,2
전라남도,장흥군,장동면,0,0,1,1
전라남도,장흥군,장평면,0,1,1,2
전라남도,장흥군,장흥읍,2,2,3,7
전라남도,장흥군,회진면,0,1,2,3
전라남도,진도군,고군면,0,1,2,3
전라남도,진도군,군내면,0,1,2,3
전라남도,진도군,의신면,0,1,3,4
전라남도,진도군,임회면,1,1,1,3
전라남도,진도군,조도면,1,1,3,5
전라남도,진도군,지산면,0,1,1,2
전라남도,진도군,진도읍,2,1,2,5
전라남도,함평군,나산면,0,1,1,2
전라남도,함평군,대동면,0,0,1,1
전라남도,함평군,손불면,0,1,2,3
전라남도,함평군,신광면,0,1,1,2
전라남도,함평군,엄다면,0,0,1,1
전라남도,함평군,월야면,1,1,1,3
전라남도,함평군,학교면,1,0,1,2
전라남도,함평군,함평읍,2,2,2,6
전라남도,함평군,해보면,0,1,1,2
전라남도,해남군,계곡면,0,0,1,1
전라남도,해남군,마산면,0,0,2,2
전라남도,해남군,문내면,0,1,1,2
전라남도,해남군,북일면,0,1,1,2
전라남도,해남군,북평면,0,1,1,2
전라남도,해남군,산이면,0,1,2,3
전라남도,해남군,삼산면,0,0,1,1
전라남도,해남군,송지면,1,1,4,6
전라남도,해남군,옥천면,0,0,1,1
전라남도,해남군,해남읍,2,2,2,6
전라남도,해남군,현산면,0,1,2,3
전라남도,해남군,화산면,0,1,1,2
전라남도,해남군,화원면,1,1,1,3
전라남도,해남군,황산면,0,1,1,2
전라남도,화순군,능주면,1,1,1,3
전라남도,화순군,도곡면,0,1,2,3
전라남도,화순군,도암면,0,1,1,2
전라남도,화순군,동면,0,1,1,2
전라남도,화순군,동복면,0,1,1,2
전라남도,화순군,백아면,0,1,0,1
전라남도,화순군,북면,0,0,1,1
전라남도,화순군,사평면,0,1,1,2
전라남도,화순군,이서면,0,0,1,1
전라남도,화순군,이양면,1,1,1,3
전라남도,화순군,청풍면,0,0,1,1
전라남도,화순군,춘양면,0,0,1,1
전라남도,화순군,한천면,0,0,1,1
전라남도,화순군,화순읍,2,2,4,8
전라북도,고창군,고수면,0,0,1,1
전라북도,고창군,고창읍,3,2,2,7
전라북도,고창군,공음면,0,1,1,2
전라북도,고창군,대산면,0,1,2,3
전라북도,고창군,무장면,1,1,1,3
전라북도,고창군,부안면,0,1,2,3
전라북도,고창군,상하면,0,1,1,2
전라북도,고창군,성내면,0,1,1,2
전라북도,고창군,성송면,0,1,1,2
전라북도,고창군,신림면,0,1,2,3
전라북도,고창군,심원면,0,1,1,2
전라북도,고창군,아산면,0,1,2,3
전라북도,고창군,해리면,1,1,2,4
전라북도,고창군,흥덕면,1,1,1,3
전라북도,군산시,개정동,1,0,0,1
전라북도,군산시,개정면,0,0,2,2
전라북도,군산시,경암동,0,0,1,1
전라북도,군산시,금광동,0,0,1,1
전라북도,군산시,금동,0,1,1,2
전라북도,군산시,나운동,0,1,5,6
전라북도,군산시,나포면,0,1,1,2
전라북도,군산시,내흥동,0,0,1,1
전라북도,군산시,대야면,1,1,2,4
전라북도,군산시,동흥남동,1,0,1,2
전라북도,군산시,문화동,2,1,2,5
전라북도,군산시,미룡동,0,1,2,3
전라북도,군산시,미원동,0,0,1,1
전라북도,군산시,미장동,0,0,1,1
전라북도,군산시,산북동,0,1,4,5
전라북도,군산시,서수면,0,1,1,2
전라북도,군산시,서흥남동,0,1,0,1
전라북도,군산시,성산면,1,1,2,4
전라북도,군산시,소룡동,1,1,1,3
전라북도,군산시,송풍동,0,1,0,1
전라북도,군산시,수송동,1,1,4,6
전라북도,군산시,오식도동,0,0,1,1
전라북도,군산시,옥구읍,0,1,1,2
전라북도,군산시,옥도면,0,1,1,2
전라북도,군산시,옥산면,0,0,2,2
전라북도,군산시,옥서면,0,0,1,1
전라북도,군산시,월명동,1,0,0,1
전라북도,군산시,임피면,0,1,2,3
전라북도,군산시,장재동,0,0,1,1
전라북도,군산시,조촌동,1,1,3,5
전라북도,군산시,중앙로2가,1,0,1,2
전라북도,군산시,지곡동,1,1,2,4
전라북도,군산시,회현면,0,1,2,3
전라북도,김제시,검산동,0,0,1,1
전라북도,김제시,공덕면,0,0,2,2
전라북도,김제시,광활면,0,0,1,1
전라북도,김제시,금구면,0,1,2,3
전라북도,김제시,금산면,1,1,2,4
전라북도,김제시,만경읍,2,2,1,5
전라북도,김제시,백구면,0,0,4,4
전라북도,김제시,백산면,0,0,1,1
전라북도,김제시,봉남면,0,1,2,3
전라북도,김제시,부량면,0,0,1,1
전라북도,김제시,서암동,2,1,0,3
전라북도,김제시,성덕면,1,1,1,3
전라북도,김제시,순동,0,0,1,1
전라북도,김제시,신풍동,2,2,1,5
전라북도,김제시,옥산동,0,1,0,1
전라북도,김제시,요촌동,1,1,2,4
전라북도,김제시,용지면,0,1,3,4
전라북도,김제시,월성동,0,0,1,1
전라북도,김제시,입석동,0,0,1,1
전라북도,김제시,죽산면,1,0,1,2
전라북도,김제시,진봉면,0,0,1,1
전라북도,김제시,청하면,0,1,1,2
전라북도,김제시,황산면,0,0,2,2
전라북도,김제시,흥사동,0,0,1,1
전라북도,남원시,금동,0,0,1,1
전라북도,남원시,금지면,0,1,2,3
전라북도,남원시,노암동,1,0,1,2
전라북도,남원시,대강면,0,1,1,2
전라북도,남원시,대산면,0,0,2,2
전라북도,남원시,덕과면,0,1,1,2
전라북도,남원시,도통동,1,1,2,4
전라북도,남원시,동충동,0,0,1,1
전라북도,남원시,보절면,0,0,1,1
전라북도,남원시,사매면,0,1,1,2
전라북도,남원시,산내면,0,1,1,2
전라북도,남원시,산동면,0,0,1,1
전라북도,남원시,송동면,0,1,1,2
전라북도,남원시,수지면,0,0,1,1
전라북도,남원시,아영면,0,1,1,2
전라북도,남원시,왕정동,2,0,0,2
전라북도,남원시,용정동,0,0,1,1
전라북도,남원시,운봉읍,1,1,1,3
전라북도,남원시,월락동,2,1,1,4
전라북도,남원시,이백면,0,0,2,2
전라북도,남원시,인월면,1,1,1,3
전라북도,남원시,주생면,0,0,1,1
전라북도,남원시,주천면,0,0,1,1
전라북도,남원시,하정동,0,1,0,1
전라북도,남원시,향교동,1,1,1,3
전라북도,무주군,무주읍,1,1,2,4
전라북도,무주군,무풍면,1,1,1,3
전라북도,무주군,부남면,0,1,2,3
전라북도,무주군,설천면,1,1,2,4
전라북도,무주군,안성면,2,1,1,4
전라북도,무주군,적상면,0,1,2,3
전라북도,부안군,계화면,0,1,1,2
전라북도,부안군,동진면,0,0,2,2
전라북도,부안군,백산면,1,1,2,4
전라북도,부안군,변산면,0,1,2,3
전라북도,부안군,보안면,0,1,1,2
전라북도,부안군,부안읍,3,3,3,9
전라북도,부안군,상서면,0,1,2,3
전라북도,부안군,위도면,1,1,1,3
전라북도,부안군,주산면,0,0,1,1
전라북도,부안군,줄포면,1,1,1,3
전라북도,부안군,진서면,0,1,1,2
전라북도,부안군,하서면,0,1,1,2
전라북도,부안군,행안면,1,0,1,2
전라북도,순창군,구림면,0,1,1,2
전라북도,순창군,금과면,0,0,1,1
전라북도,순창군,동계면,1,1,1,3
전라북도,순창군,복흥면,0,1,2,3
전라북도,순창군,순창읍,2,3,3,8
전라북도,순창군,쌍치면,0,1,2,3
전라북도,순창군,유등면,0,0,1,1
전라북도,순창군,인계면,0,0,1,1
전라북도,순창군,적성면,0,0,1,1
전라북도,순창군,팔덕면,0,0,1,1
전라북도,순창군,풍산면,0,0,1,1
전라북도,완주군,경천면,0,0,1,1
전라북도,완주군,고산면,1,1,3,5
전라북도,완주군,구이면,1,2,4,7
전라북도,완주군,동상면,0,0,1,1
전라북도,완주군,봉동읍,1,2,5,8
전라북도,완주군,비봉면,0,0,1,1
전라북도,완주군,삼례읍,2,1,3,6
전라북도,완주군,상관면,0,1,2,3
전라북도,완주군,소양면,1,2,4,7
전라북도,완주군,용진읍,0,1,2,3
전라북도,완주군,운주면,1,1,1,3
전라북도,완주군,이서면,0,1,2,3
전라북도,완주군,화산면,1,1,1,3
전라북도,익산시,갈산동,0,0,1,1
전라북도,익산시,금강동,0,0,1,1
전라북도,익산시,금마면,2,1,2,5
전라북도,익산시,남중동,4,0,3,7
전라북도,익산시,낭산면,0,0,2,2
전라북도,익산시,동산동,0,1,3,4
전라북도,익산시,마동,0,1,1,2
전라북도,익산시,망성면,0,0,2,2
전라북도,익산시,모현동1가,2,2,2,6
전라북도,익산시,모현동2가,0,0,1,1
전라북도,익산시,목천동,0,0,1,1
전라북도,익산시,부송동,1,2,4,7
전라북도,익산시,삼기면,0,1,2,3
전라북도,익산시,석암동,0,0,1,1
전라북도,익산시,성당면,0,1,1,2
전라북도,익산시,송학동,0,0,1,1
전라북도,익산시,신동,1,2,2,5
전라북도,익산시,신용동,0,0,1,1
전라북도,익산시,어양동,0,3,2,5
전라북도,익산시,여산면,1,1,1,3
전라북도,익산시,영등동,1,1,5,7
전라북도,익산시,오산면,0,0,3,3
전라북도,익산시,왕궁면,0,1,3,4
전라북도,익산시,용동면,0,0,1,1
전라북도,익산시,용안면,0,1,3,4
전라북도,익산시,웅포면,0,1,1,2
전라북도,익산시,인화동1가,1,1,0,2
전라북도,익산시,임상동,0,0,1,1
전라북도,익산시,춘포면,0,0,2,2
전라북도,익산시,팔봉동,0,0,1,1
전라북도,익산시,평화동,1,1,0,2
전라북도,익산시,함라면,0,1,1,2
전라북도,익산시,함열읍,2,2,2,6
전라북도,익산시,황등면,2,2,3,7
전라북도,임실군,강진면,1,1,1,3
전라북도,임실군,관촌면,0,1,1,2
전라북도,임실군,덕치면,0,0,1,1
전라북도,임실군,삼계면,0,1,1,2
전라북도,임실군,성수면,0,1,1,2
전라북도,임실군,신평면,0,0,2,2
전라북도,임실군,오수면,1,1,1,3
전라북도,임실군,운암면,0,0,2,2
전라북도,임실군,임실읍,1,1,2,4
전라북도,임실군,지사면,0,1,1,2
전라북도,임실군,청웅면,0,1,1,2
전라북도,장수군,계남면,0,1,1,2
전라북도,장수군,계북면,0,1,1,2
전라북도,장수군,번암면,0,1,2,3
전라북도,장수군,산서면,1,1,1,3
전라북도,장수군,장계면,3,1,1,5
전라북도,장수군,장수읍,1,1,2,4
전라북도,장수군,천천면,1,1,1,3
전라북도,전주시 덕진구,고랑동,1,0,0,1
전라북도,전주시 덕진구,금암동,1,0,1,2
전라북도,전주시 덕진구,덕진동1가,0,0,1,1
전라북도,전주시 덕진구,덕진동2가,0,2,2,4
전라북도,전주시 덕진구,동산동,1,1,1,3
전라북도,전주시 덕진구,만성동,0,1,1,2
전라북도,전주시 덕진구,반월동,0,0,1,1
전라북도,전주시 덕진구,송천동1가,2,3,4,9
전라북도,전주시 덕진구,송천동2가,0,3,4,7
전라북도,전주시 덕진구,여의동,1,0,1,2
전라북도,전주시 덕진구,용정동,0,0,1,1
전라북도,전주시 덕진구,우아동1가,0,0,1,1
전라북도,전주시 덕진구,우아동2가,0,1,0,1
전라북도,전주시 덕진구,우아동3가,0,2,1,3
전라북도,전주시 덕진구,원동,0,0,1,1
전라북도,전주시 덕진구,인후동1가,2,1,5,8
전라북도,전주시 덕진구,인후동2가,2,2,2,6
전라북도,전주시 덕진구,장동,1,1,2,4
전라북도,전주시 덕진구,전미동2가,0,0,1,1
전라북도,전주시 덕진구,중동,0,1,1,2
전라북도,전주시 덕진구,진북동,0,2,2,4
전라북도,전주시 덕진구,호성동1가,0,1,2,3
전라북도,전주시 덕진구,호성동2가,0,0,1,1
전라북도,전주시 완산구,교동,1,1,0,2
전라북도,전주시 완산구,남노송동,1,0,1,2
전라북도,전주시 완산구,대성동,0,0,1,1
전라북도,전주시 완산구,동완산동,0,1,1,2
전라북도,전주시 완산구,삼천동1가,0,2,4,6
전라북도,전주시 완산구,삼천동2가,1,1,0,2
전라북도,전주시 완산구,삼천동3가,1,0,0,1
전라북도,전주시 완산구,서서학동,0,0,2,2
전라북도,전주시 완산구,서신동,1,2,5,8
전라북도,전주시 완산구,서완산동1가,0,1,0,1
전라북도,전주시 완산구,중노송동,1,1,1,3
전라북도,전주시 완산구,중인동,1,0,1,2
전라북도,전주시 완산구,중화산동1가,1,1,0,2
전라북도,전주시 완산구,중화산동2가,2,1,3,6
전라북도,전주시 완산구,태평동,0,0,1,1
전라북도,전주시 완산구,평화동1가,1,2,1,4
전라북도,전주시 완산구,평화동2가,0,2,4,6
전라북도,전주시 완산구,평화동3가,0,0,1,1
전라북도,전주시 완산구,풍남동3가,0,0,1,1
전라북도,전주시 완산구,효자동1가,1,2,5,8
전라북도,전주시 완산구,효자동2가,1,2,4,7
전라북도,전주시 완산구,효자동3가,5,2,3,10
전라북도,정읍시,감곡면,0,1,1,2
전라북도,정읍시,고부면,0,1,1,2
전라북도,정읍시,공평동,0,1,0,1
전라북도,정읍시,교암동,0,0,1,1
전라북도,정읍시,금붕동,1,0,1,2
전라북도,정읍시,농소동,0,0,1,1
전라북도,정읍시,덕천면,0,0,2,2
전라북도,정읍시,북면,0,0,2,2
전라북도,정읍시,산내면,0,1,1,2
전라북도,정읍시,산외면,0,1,1,2
전라북도,정읍시,상동,2,1,2,5
전라북도,정읍시,상평동,0,0,1,1
전라북도,정읍시,소성면,0,1,1,2
전라북도,정읍시,수성동,2,0,2,4
전라북도,정읍시,시기동,2,2,1,5
전라북도,정읍시,신태인읍,3,2,1,6
전라북도,정읍시,연지동,0,0,1,1
전라북도,정읍시,영원면,0,0,1,1
전라북도,정읍시,옹동면,0,0,1,1
전라북도,정읍시,용계동,0,0,1,1
전라북도,정읍시,이평면,0,1,1,2
전라북도,정읍시,입암면,0,1,2,3
전라북도,정읍시,장명동,0,1,1,2
전라북도,정읍시,정우면,0,1,2,3
전라북도,정읍시,칠보면,1,1,2,4
전라북도,정읍시,태인면,1,2,2,5
전라북도,정읍시,하북동,0,0,1,1
전라북도,정읍시,흑암동,1,1,0,2
전라북도,진안군,동향면,0,1,1,2
전라북도,진안군,마령면,1,1,1,3
전라북도,진안군,백운면,0,1,1,2
전라북도,진안군,부귀면,0,1,2,3
전라북도,진안군,성수면,0,1,1,2
전라북도,진안군,안천면,1,1,1,3
전라북도,진안군,용담면,0,1,1,2
전라북도,진안군,정천면,0,0,1,1
전라북도,진안군,주천면,0,1,1,2
전라북도,진안군,진안읍,3,2,3,8
제주특별자치도,서귀포시,강정동,0,1,1,2
제주특별자치도,서귀포시,남원읍,0,2,7,9
제주특별자치도,서귀포시,대정읍,6,4,6,16
제주특별자치도,서귀포시,대포동,1,0,0,1
제주특별자치도,서귀포시,도순동,0,0,1,1
제주특별자치도,서귀포시,동홍동,2,2,1,5
제주특별자치도,서귀포시,법환동,0,0,1,1
제주특별자치도,서귀포시,보목동,0,0,1,1
제주특별자치도,서귀포시,상예동,0,0,1,1
제주특별자치도,서귀포시,상효동,1,0,0,1
제주특별자치도,서귀포시,서귀동,0,1,2,3
제주특별자치도,서귀포시,서호동,0,0,1,1
제주특별자치도,서귀포시,서홍동,0,1,2,3
제주특별자치도,서귀포시,성산읍,1,2,7,10
제주특별자치도,서귀포시,신효동,0,0,1,1
제주특별자치도,서귀포시,안덕면,0,1,5,6
제주특별자치도,서귀포시,중문동,0,1,1,2
제주특별자치도,서귀포시,토평동,1,0,1,2
제주특별자치도,서귀포시,표선면,1,1,5,7
제주특별자치도,서귀포시,하원동,0,0,1,1
제주특별자치도,서귀포시,하효동,0,1,0,1
제주특별자치도,서귀포시,호근동,1,0,1,2
제주특별자치도,제주시,건입동,1,0,1,2
제주특별자치도,제주시,구좌읍,1,2,9,12
제주특별자치도,제주시,노형동,2,2,4,8
제주특별자치도,제주시,도남동,0,0,1,1
제주특별자치도,제주시,도두일동,0,0,1,1
제주특별자치도,제주시,도련일동,0,1,1,2
제주특별자치도,제주시,도평동,0,0,1,1
제주특별자치도,제주시,봉개동,1,0,1,2
제주특별자치도,제주시,삼도이동,0,1,2,3
제주특별자치도,제주시,삼도일동,0,0,1,1
제주특별자치도,제주시,삼양이동,0,0,1,1
제주특별자치도,제주시,아라이동,0,2,0,2
제주특별자치도,제주시,아라일동,1,1,1,3
제주특별자치도,제주시,애월읍,2,3,11,16
제주특별자치도,제주시,연동,1,2,2,5
제주특별자치도,제주시,영평동,1,1,1,3
제주특별자치도,제주시,오라이동,1,0,1,2
제주특별자치도,제주시,외도이동,0,0,1,1
제주특별자치도,제주시,용담삼동,1,1,0,2
제주특별자치도,제주시,용담이동,0,0,1,1
제주특별자치도,제주시,용담일동,0,1,1,2
제주특별자치도,제주시,우도면,0,1,1,2
제주특별자치도,제주시,월평동,2,0,0,2
제주특별자치도,제주시,이도이동,1,2,2,5
제주특별자치도,제주시,이도일동,0,0,2,2
제주특별자치도,제주시,일도이동,0,0,3,3
제주특별자치도,제주시,조천읍,1,2,8,11
제주특별자치도,제주시,추자면,0,1,2,3
제주특별자치도,제주시,한경면,1,3,3,7
제주특별자치도,제주시,한림읍,2,2,5,9
제주특별자치도,제주시,해안동,0,0,1,1
제주특별자치도,제주시,화북일동,1,2,4,7
충청남도,계룡시,금암동,0,1,1,2
충청남도,계룡시,두마면,1,0,2,3
충청남도,계룡시,신도안면,1,1,1,3
충청남도,계룡시,엄사면,0,1,2,3
충청남도,공주시,계룡면,0,1,2,3
충청남도,공주시,교동,0,1,1,2
충청남도,공주시,금성동,0,1,0,1
충청남도,공주시,금학동,1,0,1,2
충청남도,공주시,금흥동,1,0,0,1
충청남도,공주시,반죽동,1,2,0,3
충청남도,공주시,반포면,1,1,2,4
충청남도,공주시,봉황동,0,0,1,1
충청남도,공주시,사곡면,0,1,2,3
충청남도,공주시,신관동,1,1,2,4
충청남도,공주시,신기동,0,0,1,1
충청남도,공주시,신풍면,0,0,1,1
충청남도,공주시,우성면,0,1,3,4
충청남도,공주시,웅진동,1,0,0,1
충청남도,공주시,유구읍,1,1,3,5
충청남도,공주시,의당면,0,0,2,2
충청남도,공주시,이인면,0,1,1,2
충청남도,공주시,정안면,1,1,2,4
충청남도,공주시,중동,1,1,1,3
충청남도,공주시,중학동,1,0,1,2
충청남도,공주시,탄천면,0,1,1,2
충청남도,공주시,태봉동,0,0,1,1
충청남도,금산군,군북면,0,0,3,3
충청남도,금산군,금산읍,3,3,3,9
충청남도,금산군,금성면,0,0,2,2
충청남도,금산군,남이면,0,0,1,1
충청남도,금산군,남일면,0,0,1,1
충청남도,금산군,복수면,0,1,2,3
충청남도,금산군,부리면,0,1,1,2
충청남도,금산군,제원면,0,1,1,2
충청남도,금산군,진산면,1,1,1,3
충청남도,금산군,추부면,0,1,2,3
충청남도,논산시,가야곡면,0,1,1,2
충청남도,논산시,강경읍,2,2,3,7
충청남도,논산시,강산동,1,0,0,1
충청남도,논산시,관촉동,1,1,0,2
충청남도,논산시,광석면,0,1,2,3
충청남도,논산시,내동,1,0,2,3
충청남도,논산시,노성면,0,1,1,2
충청남도,논산시,등화동,1,1,0,2
충청남도,논산시,반월동,0,0,1,1
충청남도,논산시,벌곡면,0,0,2,2
충청남도,논산시,부적면,0,0,2,2
충청남도,논산시,부창동,2,2,1,5
충청남도,논산시,상월면,0,0,1,1
충청남도,논산시,성동면,0,0,2,2
충청남도,논산시,양촌면,1,1,2,4
충청남도,논산시,연무읍,2,2,3,7
충청남도,논산시,연산면,1,1,3,5
충청남도,논산시,은진면,0,0,2,2
충청남도,논산시,채운면,0,0,2,2
충청남도,논산시,취암동,1,1,1,3
충청남도,당진시,고대면,0,1,2,3
충청남도,당진시,대덕동,0,0,1,1
충청남도,당진시,대호지면,0,1,1,2
충청남도,당진시,면천면,0,1,1,2
충청남도,당진시,사기소동,0,0,1,1
충청남도,당진시,석문면,0,1,4,5
충청남도,당진시,송산면,0,1,3,4
충청남도,당진시,송악읍,1,1,3,5
충청남도,당진시,수청동,0,1,2,3
충청남도,당진시,순성면,0,1,2,3
충청남도,당진시,신평면,1,1,4,6
충청남도,당진시,우강면,0,0,1,1
충청남도,당진시,원당동,1,2,1,4
충청남도,당진시,읍내동,0,0,2,2
충청남도,당진시,정미면,0,0,2,2
충청남도,당진시,채운동,2,1,1,4
충청남도,당진시,합덕읍,3,3,3,9
충청남도,보령시,남포면,0,1,2,3
충청남도,보령시,내항동,1,0,0,1
충청남도,보령시,대천동,1,1,3,5
충청남도,보령시,동대동,0,1,1,2
충청남도,보령시,명천동,0,2,2,4
충청남도,보령시,미산면,0,1,1,2
충청남도,보령시,성주면,0,0,2,2
충청남도,보령시,신흑동,1,1,2,4
충청남도,보령시,오천면,0,0,5,5
충청남도,보령시,웅천읍,1,1,3,5
충청남도,보령시,주교면,0,0,2,2
충청남도,보령시,주산면,1,0,1,2
충청남도,보령시,주포면,0,1,1,2
충청남도,보령시,죽정동,1,0,0,1
충청남도,보령시,천북면,0,1,1,2
충청남도,보령시,청라면,0,1,3,4
충청남도,보령시,청소면,0,0,1,1
충청남도,부여군,구룡면,0,1,2,3
충청남도,부여군,규암면,1,1,3,5
충청남도,부여군,내산면,0,0,1,1
충청남도,부여군,부여읍,2,2,5,9
충청남도,부여군,석성면,0,1,1,2
충청남도,부여군,세도면,0,1,1,2
충청남도,부여군,양화면,0,0,1,1
충청남도,부여군,옥산면,0,0,1,1
충청남도,부여군,외산면,0,1,1,2
충청남도,부여군,은산면,0,1,1,2
충청남도,부여군,임천면,1,1,1,3
충청남도,부여군,장암면,0,0,1,1
충청남도,부여군,초촌면,0,0,1,1
충청남도,부여군,충화면,0,0,1,1
충청남도,부여군,홍산면,1,1,1,3
충청남도,서산시,고북면,0,1,1,2
충청남도,서산시,대산읍,1,2,3,6
충청남도,서산시,동문동,2,1,3,6
충청남도,서산시,부석면,1,1,4,6
충청남도,서산시,석남동,0,1,1,2
충청남도,서산시,석림동,1,2,1,4
충청남도,서산시,성연면,0,1,1,2
충청남도,서산시,예천동,0,0,2,2
충청남도,서산시,오남동,0,0,1,1
충청남도,서산시,운산면,1,1,2,4
충청남도,서산시,음암면,0,1,2,3
충청남도,서산시,읍내동,0,1,2,3
충청남도,서산시,인지면,0,1,2,3
충청남도,서산시,죽성동,0,0,1,1
충청남도,서산시,지곡면,1,1,1,3
충청남도,서산시,팔봉면,0,1,1,2
충청남도,서산시,해미면,1,1,2,4
충청남도,서천군,기산면,0,1,1,2
충청남도,서천군,마산면,0,0,1,1
충청남도,서천군,마서면,0,0,2,2
충청남도,서천군,비인면,0,1,1,2
충청남도,서천군,서면,0,1,2,3
충청남도,서천군,서천읍,4,3,1,8
충청남도,서천군,시초면,0,0,1,1
충청남도,서천군,장항읍,2,1,3,6
충청남도,서천군,종천면,0,0,1,1
충청남도,서천군,판교면,0,1,1,2
충청남도,서천군,한산면,1,1,1,3
충청남도,서천군,화양면,0,0,1,1
충청남도,아산시,권곡동,1,1,2,4
충청남도,아산시,도고면,0,1,2,3
충청남도,아산시,둔포면,1,3,4,8
충청남도,아산시,모종동,0,1,2,3
충청남도,아산시,배미동,0,0,1,1
충청남도,아산시,배방읍,3,4,9,16
충청남도,아산시,선장면,0,1,1,2
충청남도,아산시,송악면,0,1,2,3
충청남도,아산시,신창면,0,1,3,4
충청남도,아산시,실옥동,1,1,2,4
충청남도,아산시,염치읍,0,0,2,2
충청남도,아산시,영인면,0,1,2,3
충청남도,아산시,온천동,1,1,2,4
충청남도,아산시,용화동,1,2,2,5
충청남도,아산시,음봉면,0,1,4,5
충청남도,아산시,읍내동,0,0,1,1
충청남도,아산시,인주면,0,1,2,3
충청남도,아산시,초사동,0,0,1,1
충청남도,아산시,탕정면,2,3,5,10
충청남도,아산시,풍기동,1,1,1,3
충청남도,예산군,고덕면,0,1,3,4
충청남도,예산군,광시면,0,1,1,2
충청남도,예산군,대술면,0,1,1,2
충청남도,예산군,대흥면,1,1,1,3
충청남도,예산군,덕산면,0,0,3,3
