시도,시군구,법정동,고등학교수,중학교수,초등학교수,총학교수
서울특별시,강서구,등촌동,6,5,8,19
서울특별시,강서구,마곡동,2,2,4,8
서울특별시,강서구,방화동,2,3,5,10
서울특별시,강서구,염창동,0,2,3,5
서울특별시,강서구,화곡동,2,2,7,11
서울특별시,관악구,남현동,0,0,1,1
서울특별시,관악구,봉천동,9,7,10,26
서울특별시,관악구,신림동,8,9,11,28
서울특별시,광진구,광장동,1,3,3,7
서울특별시,광진구,구의동,1,1,3,5
서울특별시,광진구,군자동,0,0,2,2
서울특별시,광진구,능동,1,0,1,2
서울특별시,광진구,자양동,2,4,7,13
서울특별시,광진구,중곡동,3,2,4,9
서울특별시,광진구,화양동,1,2,1,4
서울특별시,구로구,가리봉동,0,0,1,1
서울특별시,구로구,개봉동,0,3,4,7
서울특별시,구로구,고척동,2,2,5,9
서울특별시,구로구,구로동,3,4,7,14
서울특별시,구로구,궁동,6,1,0,7
서울특별시,구로구,신도림동,1,1,2,4
서울특별시,구로구,오류동,1,1,3,5
서울특별시,구로구,온수동,0,0,1,1
서울특별시,구로구,천왕동,0,1,2,3
서울특별시,구로구,항동,1,1,1,3
서울특별시,금천구,독산동,1,5,9,15
서울특별시,금천구,시흥동,5,4,9,18
서울특별시,노원구,공릉동,2,3,7,12
서울특별시,노원구,상계동,6,9,17,32
서울특별시,노원구,월계동,5,5,6,16
서울특별시,노원구,중계동,9,6,9,24
서울특별시,노원구,하계동,3,3,3,9
서울특별시,도봉구,도봉동,1,2,3,6
서울특별시,도봉구,방학동,1,3,5,9
서울특별시,도봉구,쌍문동,4,5,6,15
서울특별시,도봉구,창동,3,3,9,15
서울특별시,동대문구,답십리동,0,1,3,4
서울특별시,동대문구,신설동,1,1,0,2
서울특별시,동대문구,용두동,0,0,1,1
서울특별시,동대문구,이문동,1,1,1,3
서울특별시,동대문구,장안동,1,2,4,7
서울특별시,동대문구,전농동,2,3,4,9
서울특별시,동대문구,제기동,1,2,2,5
서울특별시,동대문구,청량리동,1,1,1,3
서울특별시,동대문구,회기동,1,1,3,5
서울특별시,동대문구,휘경동,3,3,2,8
서울특별시,동작구,노량진동,0,0,1,1
서울특별시,동작구,대방동,4,4,3,11
서울특별시,동작구,동작동,1,1,0,2
서울특별시,동작구,본동,0,0,2,2
서울특별시,동작구,사당동,1,3,6,10
서울특별시,동작구,상도1동,0,0,1,1
서울특별시,동작구,상도동,0,4,3,7
서울특별시,동작구,신대방동,1,2,2,5
서울특별시,동작구,흑석동,0,2,3,5
서울특별시,마포구,공덕동,0,0,1,1
서울특별시,마포구,노고산동,0,1,1,2
서울특별시,마포구,대흥동,1,1,1,3
서울특별시,마포구,도화동,0,0,1,1
서울특별시,마포구,망원동,0,0,2,2
서울특별시,마포구,상수동,0,0,1,1
서울특별시,마포구,상암동,1,1,3,5
서울특별시,마포구,서교동,0,0,1,1
서울특별시,마포구,성산동,1,3,4,8
서울특별시,마포구,신수동,1,2,1,4
서울특별시,마포구,아현동,2,1,2,5
서울특별시,마포구,연남동,2,1,0,3
서울특별시,마포구,염리동,2,2,2,6
서울특별시,마포구,중동,0,1,1,2
서울특별시,마포구,합정동,0,1,1,2
서울특별시,서대문구,남가좌동,0,1,2,3
서울특별시,서대문구,대신동,1,1,1,3
서울특별시,서대문구,대현동,0,0,1,1
서울특별시,서대문구,미근동,0,0,1,1
서울특별시,서대문구,북가좌동,1,1,1,3
서울특별시,서대문구,북아현동,2,2,2,6
서울특별시,서대문구,연희동,0,3,1,4
서울특별시,서대문구,창천동,0,0,1,1
서울특별시,서대문구,천연동,0,1,1,2
서울특별시,서대문구,충정로2가,1,1,1,3
서울특별시,서대문구,현저동,1,0,0,1
서울특별시,서대문구,홍은동,1,3,3,7
서울특별시,서대문구,홍제동,0,1,4,5
서울특별시,서초구,내곡동,0,0,1,1
서울특별시,서초구,반포동,3,4,4,11
서울특별시,서초구,방배동,4,3,5,12
서울특별시,서초구,서초동,3,3,6,12
서울특별시,서초구,신원동,0,1,0,1
서울특별시,서초구,양재동,1,1,2,4
서울특별시,서초구,우면동,0,1,3,4
서울특별시,서초구,잠원동,0,2,2,4
서울특별시,성동구,금호동1가,1,0,1,2
서울특별시,성동구,금호동2가,0,0,1,1
서울특별시,성동구,금호동4가,0,0,2,2
서울특별시,성동구,마장동,0,2,2,4
서울특별시,성동구,사근동,1,1,2,4
서울특별시,성동구,성수동1가,2,2,2,6
서울특별시,성동구,성수동2가,0,2,2,4
서울특별시,성동구,송정동,0,0,1,1
서울특별시,성동구,옥수동,1,1,2,4
서울특별시,성동구,용답동,0,0,1,1
서울특별시,성동구,응봉동,0,1,1,2
서울특별시,성동구,하왕십리동,1,0,2,3
서울특별시,성동구,행당동,1,2,2,5
서울특별시,성북구,길음동,1,1,3,5
서울특별시,성북구,돈암동,1,3,4,8
서울특별시,성북구,동선동4가,1,0,0,1
서울특별시,성북구,동소문동4가,0,1,0,1
서울특별시,성북구,동소문동6가,0,0,1,1
서울특별시,성북구,동소문동7가,0,0,1,1
서울특별시,성북구,보문동3가,0,0,1,1
서울특별시,성북구,보문동7가,0,0,1,1
서울특별시,성북구,삼선동2가,1,1,0,2
서울특별시,성북구,삼선동3가,1,0,1,2
서울특별시,성북구,상월곡동,0,1,0,1
서울특별시,성북구,석관동,1,1,2,4
서울특별시,성북구,성북동,2,2,1,5
서울특별시,성북구,안암동2가,1,1,1,3
서울특별시,성북구,장위동,0,2,5,7
서울특별시,성북구,정릉동,2,2,4,8
서울특별시,성북구,종암동,1,2,2,5
서울특별시,성북구,하월곡동,1,1,2,4
서울특별시,송파구,가락동,0,4,6,10
서울특별시,송파구,거여동,2,2,3,7
서울특별시,송파구,마천동,0,0,2,2
서울특별시,송파구,문정동,1,1,3,5
서울특별시,송파구,방이동,4,5,4,13
서울특별시,송파구,삼전동,1,1,1,3
서울특별시,송파구,석촌동,0,0,1,1
서울특별시,송파구,송파동,3,2,2,7
서울특별시,송파구,신천동,1,1,3,5
서울특별시,송파구,오금동,2,4,3,9
서울특별시,송파구,잠실동,4,4,7,15
서울특별시,송파구,장지동,1,2,3,6
서울특별시,송파구,풍납동,1,3,3,7
서울특별시,양천구,목동,4,6,8,18
서울특별시,양천구,신월동,3,7,8,18
서울특별시,양천구,신정동,8,5,14,27
서울특별시,영등포구,당산동,0,1,1,2
서울특별시,영등포구,당산동5가,0,1,1,2
서울특별시,영등포구,대림동,0,2,5,7
서울특별시,영등포구,문래동1가,0,0,1,1
서울특별시,영등포구,문래동3가,0,1,1,2
서울특별시,영등포구,문래동6가,0,1,1,2
서울특별시,영등포구,신길동,4,2,6,12
서울특별시,영등포구,양평동2가,1,0,0,1
서울특별시,영등포구,양평동3가,0,1,2,3
서울특별시,영등포구,양평동4가,2,0,1,3
서울특별시,영등포구,여의도동,2,2,2,6
서울특별시,영등포구,영등포동,0,1,1,2
서울특별시,영등포구,영등포동7가,0,0,1,1
서울특별시,용산구,보광동,1,1,0,2
서울특별시,용산구,산천동,0,0,1,1
서울특별시,용산구,서계동,1,1,0,2
서울특별시,용산구,서빙고동,0,1,1,2
서울특별시,용산구,용산동2가,2,2,1,5
서울특별시,용산구,원효로2가,0,0,1,1
서울특별시,용산구,원효로4가,1,1,0,2
서울특별시,용산구,이촌동,1,1,1,3
서울특별시,용산구,이태원동,1,0,1,2
서울특별시,용산구,청파동2가,0,0,1,1
서울특별시,용산구,청파동3가,2,2,1,5
서울특별시,용산구,한강로2가,0,0,1,1
서울특별시,용산구,한강로3가,1,0,1,2
서울특별시,용산구,한남동,0,0,1,1
서울특별시,용산구,효창동,0,0,1,1
서울특별시,용산구,후암동,0,0,2,2
서울특별시,은평구,갈현동,5,3,2,10
서울특별시,은평구,구산동,3,3,3,9
서울특별시,은평구,녹번동,0,0,3,3
서울특별시,은평구,대조동,2,0,2,4
서울특별시,은평구,불광동,1,3,5,9
서울특별시,은평구,수색동,0,0,1,1
서울특별시,은평구,신사동,1,3,3,7
서울특별시,은평구,역촌동,0,0,1,1
서울특별시,은평구,응암동,2,2,4,8
서울특별시,은평구,증산동,0,2,1,3
서울특별시,은평구,진관동,4,2,5,11
서울특별시,종로구,가회동,0,0,1,1
서울특별시,종로구,경운동,0,0,1,1
서울특별시,종로구,계동,2,1,0,3
서울특별시,종로구,누상동,0,1,0,1
서울특별시,종로구,누하동,1,0,0,1
서울특별시,종로구,동숭동,0,1,1,2
서울특별시,종로구,명륜1가,1,0,0,1
서울특별시,종로구,무악동,0,0,1,1
서울특별시,종로구,송현동,0,1,0,1
서울특별시,종로구,신영동,0,0,1,1
서울특별시,종로구,안국동,1,0,0,1
서울특별시,종로구,운니동,0,0,1,1
서울특별시,종로구,창신동,1,0,2,3
서울특별시,종로구,청운동,2,1,1,4
서울특별시,종로구,평창동,1,0,0,1
서울특별시,종로구,필운동,0,0,1,1
서울특별시,종로구,행촌동,1,1,0,2
서울특별시,종로구,혜화동,3,2,1,6
서울특별시,종로구,홍지동,1,1,1,3
서울특별시,종로구,효제동,0,0,1,1
서울특별시,중구,남산동2가,0,0,1,1
서울특별시,중구,만리동2가,0,1,1,2
서울특별시,중구,순화동,1,0,0,1
서울특별시,중구,신당동,5,4,6,15
서울특별시,중구,예장동,1,0,2,3
서울특별시,중구,인현동2가,0,1,0,1
서울특별시,중구,장충동2가,0,0,1,1
서울특별시,중구,정동,1,1,1,3
서울특별시,중구,중림동,1,0,0,1
서울특별시,중구,흥인동,1,0,0,1
서울특별시,중랑구,망우동,5,5,5,15
서울특별시,중랑구,면목동,1,3,6,10
서울특별시,중랑구,묵동,2,2,3,7
서울특별시,중랑구,상봉동,1,2,1,4
서울특별시,중랑구,신내동,0,0,6,6
서울특별시,중랑구,중화동,1,2,2,5
세종특별자치시,고운동,1366,0,0,1,1
세종특별자치시,고운동,1384,0,0,1,1
세종특별자치시,고운동,1385,0,1,0,1
세종특별자치시,고운동,1398,0,0,1,1
세종특별자치시,고운동,1413,0,0,1,1
세종특별자치시,고운동,1415,1,0,0,1
세종특별자치시,고운동,1710,0,1,0,1
세종특별자치시,고운동,1711,0,0,1,1
세종특별자치시,고운동,898,1,0,0,1
세종특별자치시,금남면,감성리,0,0,1,1
세종특별자치시,금남면,신촌리,0,0,1,1
세종특별자치시,금남면,집현리,0,1,2,3
세종특별자치시,금남면,호탄리,1,0,0,1
세종특별자치시,나성동,298-6,0,0,1,1
세종특별자치시,나성동,325-2,0,1,0,1
세종특별자치시,다정동,22-3,1,0,0,1
세종특별자치시,다정동,304,0,0,1,1
세종특별자치시,다정동,323-6,0,1,0,1
세종특별자치시,다정동,338,0,0,1,1
세종특별자치시,다정동,363-172,0,0,1,1
세종특별자치시,다정동,363-215,0,1,0,1
세종특별자치시,대평동,266-16,0,0,1,1
세종특별자치시,대평동,77-59,0,1,0,1
세종특별자치시,도담동,583,0,0,1,1
세종특별자치시,도담동,642,1,0,0,1
세종특별자치시,도담동,644,0,1,0,1
세종특별자치시,도담동,688,0,0,1,1
세종특별자치시,도담동,854,0,0,1,1
세종특별자치시,도담동,895,1,0,0,1
세종특별자치시,도담동,896,0,1,0,1
세종특별자치시,반곡동,42-9,0,0,1,1
세종특별자치시,반곡동,50-11,0,0,1,1
세종특별자치시,반곡동,63-3,1,0,0,1
세종특별자치시,반곡동,816,0,1,0,1
세종특별자치시,보람동,632-3,0,0,1,1
세종특별자치시,보람동,664-106,0,0,1,1
세종특별자치시,보람동,664-33,1,0,0,1
세종특별자치시,보람동,685,0,1,0,1
세종특별자치시,부강면,문곡리,1,0,0,1
세종특별자치시,부강면,부강리,0,1,1,2
세종특별자치시,산울동,180,1,0,0,1
세종특별자치시,산울동,254-1,0,1,1,2
세종특별자치시,새롬동,313,0,0,1,1
세종특별자치시,새롬동,341-120,0,1,0,1
세종특별자치시,새롬동,475,0,0,1,1
세종특별자치시,새롬동,산31,1,0,0,1
세종특별자치시,새롬동,산4,0,1,0,1
세종특별자치시,새롬동,산75,0,0,1,1
세종특별자치시,소담동,288-3,0,1,0,1
세종특별자치시,소담동,508-3,0,0,1,1
세종특별자치시,소담동,9-149,1,0,0,1
세종특별자치시,소담동,9-198,0,0,1,1
세종특별자치시,소담동,9-200,0,1,0,1
세종특별자치시,소정면,소정리,0,0,1,1
세종특별자치시,아름동,1275,0,0,1,1
세종특별자치시,아름동,1321,0,1,0,1
세종특별자치시,아름동,1322,1,0,0,1
세종특별자치시,아름동,1354,0,0,1,1
세종특별자치시,아름동,807,1,0,0,1
세종특별자치시,아름동,810,1,0,0,1
세종특별자치시,어진동,515,0,0,1,1
세종특별자치시,어진동,606,0,0,1,1
세종특별자치시,어진동,678,0,1,0,1
세종특별자치시,어진동,680,1,0,0,1
세종특별자치시,연기면,눌왕리,0,0,1,1
세종특별자치시,연기면,산울리,0,0,1,1
세종특별자치시,연기면,세종리,1,0,0,1
세종특별자치시,연기면,연기리,0,0,1,1
세종특별자치시,연동면,내판리,0,1,1,2
세종특별자치시,연서면,봉암리,0,0,1,1
세종특별자치시,연서면,신대리,0,1,1,2
세종특별자치시,연서면,쌍류리,0,0,1,1
세종특별자치시,연서면,월하리,0,0,1,1
세종특별자치시,장군면,도계리,0,0,1,1
세종특별자치시,장군면,태산리,0,0,1,1
세종특별자치시,장군면,하봉리,0,1,0,1
세종특별자치시,전동면,노장리,0,0,1,1
세종특별자치시,전의면,읍내리,0,1,1,2
세종특별자치시,조치원읍,교리,0,1,1,2
세종특별자치시,조치원읍,명리,0,0,1,1
세종특별자치시,조치원읍,서창리,2,0,0,2
세종특별자치시,조치원읍,신흥리,0,1,1,2
세종특별자치시,조치원읍,침산리,0,0,1,1
세종특별자치시,종촌동,675,0,1,0,1
세종특별자치시,종촌동,678,1,0,0,1
세종특별자치시,종촌동,684,0,0,1,1
세종특별자치시,종촌동,687,0,0,1,1
세종특별자치시,한솔동,952,0,0,1,1
세종특별자치시,한솔동,972,1,0,0,1
세종특별자치시,한솔동,973,0,0,1,1
세종특별자치시,한솔동,975,0,1,0,1
세종특별자치시,한솔동,981,0,0,1,1
세종특별자치시,해밀동,116,1,0,0,1
세종특별자치시,해밀동,329,0,0,1,1
세종특별자치시,해밀동,산12,0,1,0,1
울산광역시,남구,달동,0,2,4,6
울산광역시,남구,두왕동,0,0,1,1
울산광역시,남구,무거동,3,4,5,12
울산광역시,남구,삼산동,1,1,3,5
울산광역시,남구,선암동,1,0,2,3
울산광역시,남구,신정동,6,5,5,16
울산광역시,남구,야음동,2,2,6,10
울산광역시,남구,옥동,2,2,4,8
울산광역시,남구,장생포동,0,0,1,1
울산광역시,동구,동부동,1,0,1,2
울산광역시,동구,방어동,2,1,4,7
울산광역시,동구,서부동,3,3,3,9
울산광역시,동구,일산동,0,2,3,5
울산광역시,동구,전하동,0,0,1,1
울산광역시,동구,주전동,0,0,1,1
울산광역시,동구,화정동,3,3,3,9
울산광역시,북구,달천동,1,1,1,3
울산광역시,북구,매곡동,1,2,2,5
울산광역시,북구,명촌동,0,0,1,1
울산광역시,북구,산하동,2,2,1,5
울산광역시,북구,상안동,0,1,0,1
울산광역시,북구,송정동,0,0,1,1
울산광역시,북구,신천동,0,0,2,2
울산광역시,북구,양정동,0,1,1,2
울산광역시,북구,연암동,1,1,1,3
울산광역시,북구,염포동,0,0,1,1
울산광역시,북구,중산동,1,1,3,5
울산광역시,북구,진장동,0,1,0,1
울산광역시,북구,천곡동,1,1,3,5
울산광역시,북구,호계동,1,1,3,5
울산광역시,북구,화봉동,2,2,2,6
울산광역시,북구,효문동,2,0,0,2
울산광역시,울주군,두동면,0,0,1,1
울산광역시,울주군,두서면,0,1,1,2
울산광역시,울주군,범서읍,3,4,8,15
울산광역시,울주군,삼남면,1,1,3,5
울산광역시,울주군,삼동면,0,0,1,1
울산광역시,울주군,상북면,2,1,2,5
울산광역시,울주군,서생면,0,1,3,4
울산광역시,울주군,언양읍,1,2,4,7
울산광역시,울주군,온산읍,2,1,3,6
울산광역시,울주군,온양읍,1,1,2,4
울산광역시,울주군,웅촌면,2,1,1,4
울산광역시,울주군,청량읍,0,1,3,4
울산광역시,중구,교동,0,0,1,1
울산광역시,중구,남외동,0,1,1,2
울산광역시,중구,다운동,1,1,2,4
울산광역시,중구,반구동,1,1,2,4
울산광역시,중구,복산동,2,1,2,5
울산광역시,중구,서동,0,1,3,4
울산광역시,중구,성안동,1,1,2,4
울산광역시,중구,약사동,2,2,3,7
울산광역시,중구,우정동,0,0,1,1
울산광역시,중구,유곡동,1,0,2,3
울산광역시,중구,태화동,1,3,1,5
울산광역시,중구,학성동,0,0,1,1
인천광역시,강화군,강화읍,3,2,4,9
인천광역시,강화군,교동면,1,1,1,3
인천광역시,강화군,길상면,1,1,1,3
인천광역시,강화군,내가면,1,0,1,2
인천광역시,강화군,불은면,0,0,2,2
인천광역시,강화군,삼산면,0,1,2,3
인천광역시,강화군,서도면,1,1,1,3
인천광역시,강화군,선원면,0,0,1,1
인천광역시,강화군,송해면,0,0,1,1
인천광역시,강화군,양도면,1,1,2,4
인천광역시,강화군,양사면,0,0,1,1
인천광역시,강화군,하점면,0,1,2,3
인천광역시,강화군,화도면,0,1,1,2
인천광역시,계양구,계산동,2,4,7,13
인천광역시,계양구,귤현동,0,1,1,2
인천광역시,계양구,동양동,0,1,1,2
인천광역시,계양구,박촌동,0,0,1,1
인천광역시,계양구,방축동,1,1,0,2
인천광역시,계양구,병방동,1,2,2,5
인천광역시,계양구,상야동,0,0,1,1
인천광역시,계양구,서운동,1,2,1,4
인천광역시,계양구,용종동,2,0,2,4
인천광역시,계양구,작전동,3,1,4,8
인천광역시,계양구,장기동,0,0,1,1
인천광역시,계양구,효성동,1,3,6,10
인천광역시,남동구,간석동,5,4,5,14
인천광역시,남동구,구월동,0,5,8,13
인천광역시,남동구,남촌동,0,0,1,1
인천광역시,남동구,논현동,6,5,10,21
인천광역시,남동구,도림동,0,0,1,1
인천광역시,남동구,만수동,4,6,10,20
인천광역시,남동구,서창동,1,2,4,7
인천광역시,동구,송림동,3,2,4,9
인천광역시,동구,송현동,0,0,1,1
인천광역시,동구,창영동,1,0,2,3
인천광역시,동구,화수동,0,1,1,2
인천광역시,미추홀구,관교동,1,3,2,6
인천광역시,미추홀구,도화동,5,3,3,11
인천광역시,미추홀구,문학동,1,0,1,2
인천광역시,미추홀구,숭의동,0,1,2,3
인천광역시,미추홀구,용현동,1,2,4,7
인천광역시,미추홀구,주안동,2,1,6,9
인천광역시,미추홀구,학익동,4,2,5,11
인천광역시,부평구,갈산동,1,1,3,5
인천광역시,부평구,구산동,0,0,1,1
인천광역시,부평구,부개동,5,5,6,16
인천광역시,부평구,부평동,2,4,7,13
인천광역시,부평구,산곡동,6,3,10,19
인천광역시,부평구,삼산동,3,3,6,12
인천광역시,부평구,십정동,2,4,6,12
인천광역시,부평구,일신동,0,0,1,1
인천광역시,부평구,청천동,0,1,2,3
인천광역시,서구,가정동,1,1,3,5
인천광역시,서구,가좌동,2,4,5,11
인천광역시,서구,검암동,1,2,3,6
인천광역시,서구,경서동,0,0,2,2
인천광역시,서구,공촌동,1,0,1,2
인천광역시,서구,금곡동,0,0,1,1
인천광역시,서구,당하동,2,2,6,10
인천광역시,서구,마전동,2,2,4,8
인천광역시,서구,백석동,2,1,1,4
인천광역시,서구,불로동,0,1,2,3
인천광역시,서구,석남동,1,2,4,7
인천광역시,서구,신현동,1,3,3,7
인천광역시,서구,심곡동,0,0,2,2
인천광역시,서구,연희동,1,1,1,3
인천광역시,서구,오류동,0,0,1,1
인천광역시,서구,왕길동,0,0,1,1
인천광역시,서구,원당동,2,2,4,8
인천광역시,서구,청라동,4,6,8,18
인천광역시,연수구,동춘동,3,3,7,13
인천광역시,연수구,선학동,0,1,1,2
인천광역시,연수구,송도동,6,9,16,31
인천광역시,연수구,연수동,3,3,5,11
인천광역시,연수구,옥련동,3,2,4,9
인천광역시,연수구,청학동,1,2,1,4
인천광역시,옹진군,대청면,1,1,1,3
인천광역시,옹진군,덕적면,1,1,1,3
인천광역시,옹진군,백령면,1,1,2,4
인천광역시,옹진군,북도면,0,0,2,2
인천광역시,옹진군,연평면,1,1,1,3
인천광역시,옹진군,영흥면,1,1,1,3
인천광역시,옹진군,자월면,0,0,2,2
인천광역시,중구,남북동,0,1,1,2
인천광역시,중구,답동,0,1,1,2
인천광역시,중구,도원동,2,1,0,3
인천광역시,중구,북성동1가,1,0,0,1
인천광역시,중구,송학동2가,1,1,1,3
인천광역시,중구,신생동,1,0,0,1
인천광역시,중구,신흥동3가,0,2,2,4
인천광역시,중구,운남동,1,2,2,5
인천광역시,중구,운북동,0,0,1,1
인천광역시,중구,운서동,5,2,3,10
인천광역시,중구,율목동,1,0,0,1
인천광역시,중구,전동,2,0,1,3
인천광역시,중구,중산동,1,1,3,5
인천광역시,중구,항동7가,0,0,1,1
전라남도,강진군,강진읍,2,2,2,6
전라남도,강진군,군동면,0,1,2,3
전라남도,강진군,대구면,0,1,1,2
전라남도,강진군,도암면,0,1,1,2
전라남도,강진군,마량면,0,0,1,1
전라남도,강진군,병영면,1,1,1,3
전라남도,강진군,성전면,1,1,1,3
전라남도,강진군,신전면,0,0,1,1
전라남도,강진군,옴천면,0,0,1,1
전라남도,강진군,작천면,0,1,1,2
전라남도,강진군,칠량면,0,1,1,2
전라남도,고흥군,고흥읍,2,2,1,5
전라남도,고흥군,과역면,0,1,1,2
전라남도,고흥군,금산면,0,1,1,2
전라남도,고흥군,남양면,0,1,1,2
전라남도,고흥군,대서면,0,1,1,2
전라남도,고흥군,도덕면,0,1,1,2
전라남도,고흥군,도양읍,1,1,3,5
전라남도,고흥군,도화면,1,1,1,3
전라남도,고흥군,동강면,0,1,1,2
전라남도,고흥군,동일면,0,1,1,2
전라남도,고흥군,두원면,0,0,1,1
전라남도,고흥군,봉래면,0,1,1,2
전라남도,고흥군,영남면,0,0,1,1
전라남도,고흥군,점암면,0,1,1,2
전라남도,고흥군,포두면,0,1,1,2
전라남도,고흥군,풍양면,0,1,2,3
전라남도,곡성군,고달면,0,0,1,1
전라남도,곡성군,곡성읍,2,1,1,4
전라남도,곡성군,목사동면,1,0,0,1
전라남도,곡성군,삼기면,0,0,1,1
전라남도,곡성군,석곡면,0,1,1,2
전라남도,곡성군,오산면,0,0,1,1
전라남도,곡성군,옥과면,1,1,1,3
전라남도,곡성군,입면,0,0,1,1
전라남도,곡성군,죽곡면,0,0,1,1
전라남도,광양시,광양읍,2,3,8,13
전라남도,광양시,광영동,1,1,2,4
전라남도,광양시,금호동,1,1,2,4
전라남도,광양시,다압면,0,1,1,2
전라남도,광양시,마동,2,2,2,6
전라남도,광양시,봉강면,1,0,1,2
전라남도,광양시,성황동,0,1,1,2
전라남도,광양시,옥곡면,0,1,1,2
전라남도,광양시,옥룡면,0,0,2,2
전라남도,광양시,중동,1,3,5,9
전라남도,광양시,진상면,1,1,1,3
전라남도,광양시,진월면,0,1,1,2
전라남도,광양시,태인동,0,0,1,1
전라남도,광양시,황길동,0,0,1,1
전라남도,구례군,간전면,0,0,1,1
전라남도,구례군,구례읍,2,2,2,6
전라남도,구례군,마산면,0,0,1,1
전라남도,구례군,문척면,0,0,1,1
전라남도,구례군,산동면,0,1,2,3
전라남도,구례군,용방면,0,1,2,3
전라남도,구례군,토지면,0,1,1,2
전라남도,나주시,공산면,0,1,1,2
전라남도,나주시,교동,1,0,0,1
전라남도,나주시,금천면,2,0,1,3
전라남도,나주시,남외동,0,0,1,1
전라남도,나주시,남평읍,1,1,1,3
전라남도,나주시,노안면,0,1,2,3
전라남도,나주시,다도면,0,1,1,2
전라남도,나주시,다시면,0,1,1,2
전라남도,나주시,대호동,2,1,0,3
전라남도,나주시,동강면,0,1,1,2
전라남도,나주시,문평면,0,1,1,2
전라남도,나주시,반남면,0,1,1,2
전라남도,나주시,봉황면,0,1,1,2
전라남도,나주시,빛가람동,2,3,4,9
전라남도,나주시,산포면,0,0,1,1
전라남도,나주시,삼영동,1,1,1,3
전라남도,나주시,성북동,0,0,1,1
전라남도,나주시,세지면,0,1,1,2
전라남도,나주시,영산동,1,0,0,1
전라남도,나주시,왕곡면,0,0,2,2
전라남도,나주시,용산동,1,0,0,1
전라남도,나주시,이창동,0,1,1,2
전라남도,나주시,죽림동,0,1,0,1
전라남도,나주시,청동,1,0,1,2
전라남도,담양군,가사문학면,0,0,1,1
전라남도,담양군,고서면,0,1,1,2
전라남도,담양군,금성면,0,1,1,2
전라남도,담양군,담양읍,2,2,3,7
전라남도,담양군,대덕면,0,0,1,1
전라남도,담양군,대전면,1,1,1,3
전라남도,담양군,무정면,0,0,1,1
전라남도,담양군,봉산면,0,0,1,1
전라남도,담양군,수북면,0,1,1,2
전라남도,담양군,용면,0,0,1,1
전라남도,담양군,월산면,0,0,1,1
전라남도,담양군,창평면,1,1,1,3
전라남도,목포시,경동2가,0,1,0,1
전라남도,목포시,대성동,1,0,1,2
전라남도,목포시,대양동,1,0,0,1
전라남도,목포시,북교동,0,0,1,1
전라남도,목포시,산정동,0,1,4,5
전라남도,목포시,상동,3,4,5,12
전라남도,목포시,서산동,0,0,1,1
전라남도,목포시,석현동,0,0,2,2
전라남도,목포시,양동,1,1,0,2
전라남도,목포시,연산동,0,1,3,4
전라남도,목포시,옥암동,1,3,7,11
전라남도,목포시,용당동,5,1,1,7
전라남도,목포시,용해동,0,1,4,5
전라남도,목포시,유달동,0,0,1,1
전라남도,목포시,죽교동,3,3,1,7
전라남도,목포시,호남동,0,0,2,2
전라남도,무안군,망운면,0,0,1,1
전라남도,무안군,몽탄면,0,1,1,2
전라남도,무안군,무안읍,2,1,1,4
전라남도,무안군,삼향읍,2,2,5,9
전라남도,무안군,운남면,0,1,1,2
전라남도,무안군,일로읍,1,3,4,8
전라남도,무안군,청계면,0,1,3,4
전라남도,무안군,해제면,0,1,2,3
전라남도,무안군,현경면,0,1,2,3
전라남도,보성군,겸백면,0,0,1,1
전라남도,보성군,노동면,0,0,1,1
전라남도,보성군,득량면,1,2,2,5
전라남도,보성군,문덕면,0,0,1,1
전라남도,보성군,미력면,0,1,1,2
전라남도,보성군,벌교읍,3,3,3,9
전라남도,보성군,보성읍,2,2,2,6
전라남도,보성군,복내면,0,1,1,2
전라남도,보성군,율어면,0,0,1,1
전라남도,보성군,조성면,0,1,2,3
전라남도,보성군,회천면,0,1,1,2
전라남도,순천시,가곡동,1,0,0,1
전라남도,순천시,교량동,0,0,1,1
전라남도,순천시,낙안면,0,1,1,2
전라남도,순천시,남정동,0,0,1,1
전라남도,순천시,대룡동,1,0,0,1
전라남도,순천시,덕월동,1,0,0,1
전라남도,순천시,동외동,0,0,1,1
전라남도,순천시,매곡동,2,2,1,5
전라남도,순천시,별량면,0,1,2,3
전라남도,순천시,상사면,0,0,1,1
전라남도,순천시,생목동,0,1,0,1
전라남도,순천시,서면,1,0,1,2
전라남도,순천시,석현동,0,1,2,3
전라남도,순천시,송광면,0,1,1,2
전라남도,순천시,승주읍,0,1,1,2
전라남도,순천시,연향동,0,1,5,6
전라남도,순천시,왕지동,0,1,1,2
전라남도,순천시,외서면,0,0,1,1
전라남도,순천시,용당동,2,0,1,3
전라남도,순천시,월등면,0,1,1,2
전라남도,순천시,인월동,0,0,1,1
전라남도,순천시,인제동,1,0,0,1
전라남도,순천시,저전동,1,0,1,2
전라남도,순천시,조례동,3,1,7,11
전라남도,순천시,주암면,1,2,2,5
전라남도,순천시,풍덕동,0,2,2,4
전라남도,순천시,해룡면,1,6,6,13
전라남도,순천시,황전면,0,0,1,1
전라남도,신안군,도초면,1,0,1,2
전라남도,신안군,비금면,0,1,2,3
전라남도,신안군,신의면,0,1,1,2
전라남도,신안군,안좌면,1,1,1,3
전라남도,신안군,암태면,0,1,1,2
전라남도,신안군,압해읍,1,1,3,5
