시도,시군구_통합,2014년 11월,2014년 12월,2015년 1월,2015년 2월,2015년 3월,2015년 4월,2015년 5월,2015년 6월,2015년 7월,2015년 8월,2015년 9월,2015년 10월,2015년 11월,2015년 12월,2016년 1월,2016년 2월,2016년 3월,2016년 4월,2016년 5월,2016년 6월,2016년 7월,2016년 8월,2016년 9월,2016년 10월,2016년 11월,2016년 12월,2017년 1월,2017년 2월,2017년 3월,2017년 4월,2017년 5월,2017년 6월,2017년 7월,2017년 8월,2017년 9월,2017년 10월,2017년 11월,2017년 12월,2018년 1월,2018년 2월,2018년 3월,2018년 4월,2018년 5월,2018년 6월,2018년 7월,2018년 8월,2018년 9월,2018년 10월,2018년 11월,2018년 12월,2019년 1월,2019년 2월,2019년 3월,2019년 4월,2019년 5월,2019년 6월,2019년 7월,2019년 8월,2019년 9월,2019년 10월,2019년 11월,2019년 12월,2020년 1월,2020년 2월,2020년 3월,2020년 4월,2020년 5월,2020년 6월,2020년 7월,2020년 8월,2020년 9월,2020년 10월,2020년 11월,2020년 12월,2021년 1월,2021년 2월,2021년 3월,2021년 4월,2021년 5월,2021년 6월,2021년 7월,2021년 8월,2021년 9월,2021년 10월,2021년 11월,2021년 12월,2022년 1월,2022년 2월,2022년 3월,2022년 4월,2022년 5월,2022년 6월,2022년 7월,2022년 8월,2022년 9월,2022년 10월,2022년 11월,2022년 12월,2023년 1월,2023년 2월,2023년 3월,2023년 4월,2023년 5월,2023년 6월,2023년 7월,2023년 8월,2023년 9월,2023년 10월,2023년 11월,2023년 12월,2024년 1월,2024년 2월,2024년 3월,2024년 4월,2024년 5월,2024년 6월,2024년 7월,2024년 8월,2024년 9월,2024년 10월,2024년 11월,2024년 12월,2025년 1월,2025년 2월,2025년 3월,2025년 4월,2025년 5월,2025년 6월,2025년 7월,2025년 8월,2025년 9월
강원도,춘천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.623,99.655,99.662,99.615,99.62,99.551,99.647,99.662,99.77,99.841,99.848,99.885,99.911,99.96,100.0,100.031,100.077,100.11,100.157,100.196,100.232,100.293,100.471,100.625,100.795,100.904,100.98,101.047,101.241,101.316,101.343,101.45,101.554,101.676,101.732,101.806
경기도,가평군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.846,99.835,99.866,99.862,99.869,99.875,99.889,99.676,99.653,99.66,99.742,99.778,99.832,99.907,100.0,100.053,100.1,100.163,100.393,100.525,100.605,100.739,100.799,100.864,100.961,101.027,101.181,101.252,101.264,101.41,101.49,101.506,101.553,101.661,101.793,101.81
경기도,고양덕양구,78.819,79.058,79.058,79.292,79.365,79.679,79.679,79.926,80.265,80.265,80.265,80.852,81.226,81.226,81.226,81.226,81.628,82.045,82.473,82.473,82.568,82.715,83.165,83.322,83.475,83.475,83.475,83.475,84.604,84.711,84.892,85.061,85.137,85.35,86.038,86.108,86.232,86.587,86.587,86.464,86.497,86.497,86.55,86.747,87.099,87.256,87.256,87.412,87.599,87.799,87.991,87.991,88.033,88.368,88.576,88.839,88.889,89.393,89.716,90.144,90.825,91.265,91.265,91.785,92.442,92.918,93.077,93.33,93.803,94.021,94.123,94.355,94.504,94.658,94.853,95.027,95.25,95.417,95.556,95.761,96.019,96.108,96.293,96.514,96.711,96.949,97.072,97.314,97.495,97.799,98.037,98.25,98.454,98.748,98.942,99.082,99.133,99.158,99.223,99.251,99.234,99.296,99.484,99.438,99.51,99.622,99.678,99.821,99.873,100.0,100.147,100.363,100.673,100.966,101.234,101.438,101.695,101.945,102.216,102.452,102.93,103.183,103.323,103.634,103.838,104.132,104.404,104.655,104.886,105.071,105.282
경기도,고양일산동구,71.854,71.855,71.854,71.98,72.253,72.239,72.275,72.377,72.411,72.517,72.593,72.67,72.798,72.833,72.925,72.965,73.011,73.135,73.254,73.348,73.423,73.596,73.671,73.754,73.976,74.001,74.066,74.135,74.432,75.031,75.56,75.602,76.132,76.419,76.473,76.564,77.045,77.268,77.553,77.711,78.625,78.994,79.699,80.114,80.534,81.074,81.313,82.195,82.576,83.088,83.391,83.658,84.004,84.525,84.741,85.148,85.678,86.086,86.246,86.633,86.763,87.243,87.735,88.016,88.409,88.617,88.804,89.136,89.84,90.068,90.524,90.861,91.488,91.797,92.16,92.583,93.02,93.416,93.785,94.246,94.71,95.084,95.404,95.926,96.357,96.863,97.153,97.345,97.737,98.063,98.408,98.695,99.073,99.492,99.791,99.882,99.844,99.775,99.722,99.657,99.667,99.618,99.589,99.685,99.684,99.695,99.693,99.757,99.93,100.0,100.111,100.209,100.311,100.451,100.563,100.748,100.919,101.046,101.211,101.275,101.367,101.459,101.525,101.617,101.732,101.807,101.882,101.941,102.042,102.136,102.223
경기도,고양일산서구,82.585,82.251,82.345,82.112,81.937,82.424,82.06,82.148,82.329,83.043,82.79,82.253,82.691,83.346,83.357,83.417,83.087,83.372,83.227,83.658,83.798,83.919,84.654,84.839,84.981,85.06,85.22,85.226,85.597,86.011,86.41,86.608,86.978,87.081,87.195,87.195,87.361,87.564,87.698,87.912,88.147,88.408,88.961,89.321,89.568,89.845,90.121,90.43,90.767,90.912,91.093,91.387,91.512,91.594,91.755,91.955,91.998,92.223,92.371,92.515,92.854,93.118,93.405,93.64,93.705,93.885,94.05,94.231,94.258,94.258,94.462,94.618,94.769,94.84,95.069,95.153,95.397,95.634,95.884,96.189,96.536,96.699,97.009,97.181,97.352,97.687,97.826,98.041,98.324,98.568,99.109,99.431,99.647,99.85,100.011,100.084,100.039,99.878,99.842,99.834,99.814,99.826,99.797,99.84,99.878,99.882,99.847,99.842,99.905,100.0,100.012,100.096,100.224,100.309,100.363,100.469,100.576,100.705,100.808,100.908,100.987,101.045,101.076,101.125,101.191,101.207,101.268,101.388,101.486,101.575,101.681
경기도,과천시,81.002,80.886,80.886,81.288,81.183,81.238,81.168,81.168,81.395,81.685,81.849,81.883,81.938,81.938,82.162,82.363,82.49,82.691,82.691,82.912,82.874,82.556,82.369,82.369,82.55,82.593,83.012,83.093,83.2,83.557,83.752,84.135,84.707,84.789,85.234,85.546,85.633,85.705,86.058,86.153,86.639,86.843,87.143,87.546,87.849,88.117,88.32,88.787,89.154,89.4,89.637,89.865,90.065,90.186,90.502,90.665,91.039,91.245,91.326,91.587,91.827,91.955,92.102,92.197,92.243,92.313,92.313,92.455,92.545,92.571,92.73,93.003,93.325,93.47,93.663,93.815,93.9,94.118,94.303,94.529,94.825,95.085,95.369,95.653,95.927,96.15,96.437,96.61,96.744,97.081,97.244,97.539,97.996,98.358,98.679,98.879,98.9,99.066,99.045,99.074,98.92,98.849,99.406,99.402,99.426,99.6,99.719,99.776,99.829,100.0,100.125,100.268,100.466,100.763,101.175,101.42,101.549,101.909,102.198,102.535,102.877,103.112,103.576,103.787,104.213,104.675,104.842,105.237,105.796,106.321,106.799
경기도,광명시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.397,98.557,98.709,98.792,98.913,98.984,99.061,99.118,99.182,99.182,99.273,99.414,99.848,99.923,100.0,100.278,100.392,100.662,100.97,101.224,101.533,101.635,101.935,102.158,102.296,102.757,103.036,103.365,103.688,104.096,104.374,104.708,105.099,105.39,105.723,106.058
경기도,광주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.373,99.495,99.438,99.362,99.399,99.34,99.384,99.419,99.516,99.551,99.58,99.652,99.765,99.947,100.0,100.116,100.248,100.436,100.567,100.712,101.014,101.287,101.474,101.683,101.784,102.062,102.183,102.27,102.448,102.748,102.899,103.153,103.433,103.592,103.729,103.925
경기도,구리시,70.721,70.857,70.844,70.848,70.948,71.079,71.173,71.249,71.328,71.402,71.567,71.728,71.842,71.956,71.98,72.135,72.279,72.423,72.657,72.774,72.911,73.007,73.205,73.309,73.482,73.639,73.501,73.443,73.743,74.186,74.333,74.463,74.593,74.726,74.877,75.13,75.564,76.019,76.164,76.505,76.851,77.068,77.249,77.539,77.832,78.489,79.046,79.445,79.778,80.284,80.537,80.756,81.005,81.74,82.03,82.287,82.628,82.886,83.47,83.933,84.646,85.266,85.908,86.423,86.924,87.375,87.756,88.337,89.043,89.612,89.972,90.47,90.975,91.237,91.52,91.857,92.043,92.442,92.908,93.694,94.433,94.948,95.461,95.909,96.281,96.7,97.153,97.546,97.878,98.213,98.654,99.036,99.424,99.738,99.913,100.074,99.906,99.782,99.726,99.757,99.755,99.741,99.715,99.716,99.743,99.757,99.765,99.787,99.81,100.0,100.096,100.245,100.341,100.521,100.645,100.841,101.007,101.537,101.696,102.084,102.293,102.492,102.733,103.059,103.21,103.484,103.767,103.984,104.201,104.288,104.42
경기도,군포시,77.499,77.605,77.602,77.744,77.595,77.764,77.991,78.166,78.399,78.501,78.446,78.439,78.562,78.574,78.563,78.742,78.939,79.19,79.369,79.573,79.672,79.718,79.915,80.055,80.18,80.35,80.523,80.665,80.919,81.254,81.51,81.745,81.91,82.116,82.485,82.731,82.993,83.229,83.393,83.544,83.872,84.123,84.307,84.554,84.87,85.06,85.303,85.53,85.735,85.951,86.137,86.34,86.529,86.803,87.088,87.363,87.538,87.836,88.105,88.342,88.589,88.819,89.088,89.287,89.517,89.886,90.116,90.385,90.697,90.968,91.173,91.44,91.649,91.935,92.117,92.414,92.71,92.97,93.306,93.591,93.977,94.361,94.8,95.211,95.523,95.798,96.192,96.47,96.793,97.181,97.435,97.807,98.081,98.39,98.576,98.802,98.949,99.058,99.098,99.116,99.152,99.16,99.22,99.263,99.316,99.591,99.682,99.776,99.927,100.0,100.133,100.348,100.451,100.602,100.762,100.93,101.078,101.268,101.427,101.586,101.764,101.97,102.173,102.332,102.541,102.737,102.94,103.139,103.322,103.542,103.789
경기도,김포시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.717,99.766,99.745,99.787,99.778,99.784,99.798,99.788,99.756,99.765,99.793,99.797,99.819,99.894,100.0,100.087,100.214,100.416,100.584,100.722,100.833,100.996,101.088,101.197,101.254,101.32,101.41,101.492,101.603,101.727,101.912,102.028,102.133,102.283,102.393,102.548
경기도,남양주시,72.181,72.181,72.19,72.336,72.409,72.897,73.433,73.509,73.509,73.643,73.99,74.082,74.165,74.233,74.38,74.404,74.58,74.701,74.721,75.06,75.185,75.185,75.488,75.488,75.639,75.894,76.089,76.234,76.365,76.564,76.811,77.365,77.415,77.797,77.978,78.364,78.669,78.436,78.498,78.684,79.067,79.817,80.189,80.488,81.613,82.22,82.681,83.384,84.317,84.611,84.78,84.925,85.075,85.625,85.625,85.877,86.179,86.698,87.292,87.692,88.238,88.422,89.58,89.859,90.175,90.453,90.703,91.095,91.216,91.556,91.966,92.308,92.64,92.979,93.043,93.159,93.392,93.829,94.156,94.344,94.596,95.09,95.397,95.863,96.245,96.603,97.016,97.145,97.638,98.159,98.567,98.863,99.216,99.447,99.586,99.487,99.564,99.583,99.528,99.509,99.466,99.475,99.406,99.402,99.375,99.413,99.539,99.638,99.848,100.0,100.08,100.184,100.302,100.413,100.534,100.638,100.742,100.982,101.082,101.203,101.343,101.458,101.632,101.75,101.879,102.017,102.124,102.277,102.434,102.537,102.675
경기도,동두천시,75.045,75.08,75.249,75.287,75.251,75.225,75.444,75.634,75.832,75.952,76.161,76.391,76.461,76.543,76.563,76.65,77.02,77.086,77.192,77.476,77.713,77.867,78.022,78.244,78.518,78.672,78.85,78.849,79.051,80.017,80.35,80.952,81.904,82.669,83.492,83.862,84.494,84.864,85.238,85.814,86.635,87.127,87.721,88.084,88.507,88.986,89.322,89.494,89.597,89.807,90.035,90.377,90.43,91.034,91.201,91.497,91.95,92.268,92.65,92.829,92.948,93.054,93.338,93.405,93.785,93.909,94.089,94.253,94.551,94.732,94.917,94.916,95.158,95.442,95.606,95.929,96.169,96.14,96.429,96.551,96.9,97.09,97.341,97.526,97.835,98.056,98.21,98.454,98.695,98.883,99.062,99.35,99.708,99.93,100.204,100.468,100.404,100.344,100.281,100.228,100.24,100.172,100.13,100.088,100.085,100.051,100.037,100.034,100.022,100.0,99.971,99.903,99.864,99.78,99.698,99.692,99.716,99.763,99.839,99.922,99.959,100.01,100.041,100.087,100.115,100.165,100.182,100.189,100.204,100.219,100.256
경기도,부천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.07133333333333,100.21533333333333,100.42433333333334,100.573,100.83699999999999,100.99666666666667,101.13666666666666,101.29899999999999,101.45633333333332,101.65466666666667,101.81666666666666,101.94966666666666,102.125,102.28433333333334,102.479,102.652,102.87,103.081,103.25333333333333,103.42633333333333,103.67399999999999
경기도,성남분당구,79.286,79.4,79.408,79.435,79.597,79.651,79.715,79.798,79.907,79.987,80.051,80.133,80.193,80.281,80.332,80.371,80.453,80.591,80.733,80.944,81.111,81.314,81.516,81.63,81.757,81.826,81.889,81.957,82.187,82.42,82.562,82.75,82.928,83.106,83.224,83.358,83.484,83.653,83.795,83.929,84.167,84.419,84.645,84.871,85.119,85.413,85.644,85.846,86.152,86.398,86.581,86.834,87.14,87.338,87.592,87.871,88.045,88.229,88.452,88.652,88.88,89.131,89.443,89.713,90.005,90.332,90.681,90.934,91.188,91.485,91.698,91.988,92.292,92.566,92.895,93.15,93.476,93.759,94.106,94.465,94.832,95.203,95.543,95.857,96.148,96.43,96.68,96.901,97.152,97.417,97.707,97.96,98.212,98.433,98.645,98.706,98.899,98.92,98.854,98.937,98.933,98.983,99.072,99.151,99.238,99.333,99.478,99.569,99.756,100.0,100.251,100.513,100.863,101.156,101.473,101.777,102.118,102.35,102.704,102.941,103.202,103.509,103.754,103.938,104.113,104.37,104.645,104.938,105.141,105.495,105.784
경기도,성남수정구,74.178,74.215,74.321,74.347,74.484,74.624,74.677,74.741,74.883,75.041,75.14,75.296,75.383,75.475,75.555,75.69,75.858,76.032,76.152,76.336,76.377,76.598,76.961,77.04,77.272,77.41,77.585,77.803,77.949,78.161,78.388,78.664,78.885,79.094,79.289,79.456,79.621,79.802,80.087,80.459,80.788,81.045,81.332,81.594,81.882,82.299,82.769,83.137,83.629,84.103,84.474,84.742,85.068,85.398,85.712,86.16,86.656,87.092,87.52,87.932,88.278,88.754,89.249,89.702,90.162,90.548,90.884,91.412,91.753,91.948,92.068,92.227,92.463,92.709,92.974,93.274,93.592,93.777,93.978,94.23,94.426,94.651,94.891,95.125,95.386,95.553,95.91,96.178,96.551,96.881,97.243,97.618,97.97,98.302,98.472,98.466,98.391,98.114,97.969,98.042,98.159,98.2,98.269,98.351,98.56,98.933,99.202,99.502,99.747,100.0,100.321,100.713,101.009,101.406,101.853,102.246,102.643,102.991,103.326,103.654,103.777,103.917,104.103,104.281,104.525,104.788,105.062,105.382,105.676,105.86,106.207
경기도,성남중원구,80.267,80.317,80.373,80.414,80.412,80.439,80.557,80.643,80.675,80.679,80.646,80.72,80.791,80.899,80.952,81.051,81.082,81.218,81.305,81.37,81.597,81.829,81.856,81.952,81.863,81.918,81.957,81.979,82.135,82.161,82.257,82.517,82.621,82.681,82.821,82.849,83.307,83.567,83.754,83.804,83.953,84.158,84.246,84.847,85.009,86.071,86.539,86.917,87.503,87.862,88.088,88.247,88.401,88.466,88.741,89.047,89.465,89.647,89.927,90.231,90.621,90.886,91.159,91.522,91.773,92.009,92.267,92.457,92.637,92.875,93.285,93.631,93.905,94.243,94.457,94.649,94.837,95.25,95.555,95.937,96.076,96.293,96.618,96.923,97.165,97.506,97.633,97.783,97.997,98.161,98.547,98.936,99.189,99.383,99.637,99.854,99.894,99.789,99.501,99.301,99.255,99.31,99.343,99.37,99.418,99.504,99.603,99.744,99.873,100.0,100.166,100.377,100.57,100.801,101.01,101.233,101.467,101.679,101.908,102.138,102.299,102.431,102.602,102.738,102.993,103.118,103.304,103.566,103.816,104.013,104.331
경기도,수원권선구,74.813,74.953,74.955,75.062,75.171,75.247,75.312,75.392,75.463,75.528,75.653,75.669,75.678,75.7,75.686,75.673,75.743,75.863,75.893,75.914,76.02,76.143,76.168,76.307,76.354,76.39,76.441,76.543,76.664,76.867,77.246,77.329,77.719,78.159,78.31,78.464,78.536,78.741,79.0,79.286,79.728,79.839,80.036,80.427,80.896,81.144,81.279,81.72,81.854,82.193,82.329,82.925,82.979,83.295,83.662,84.162,84.543,85.132,85.587,86.301,86.759,86.857,87.118,87.637,87.924,88.015,88.502,88.802,89.236,89.741,90.071,90.289,90.589,90.924,91.126,91.289,91.839,92.106,92.492,92.708,93.015,93.49,93.996,94.381,94.837,95.292,95.687,96.231,96.475,96.929,97.352,97.713,98.018,98.322,98.635,98.841,98.932,98.97,98.882,98.733,98.755,98.846,98.854,98.931,98.987,99.149,99.496,99.681,99.857,100.0,100.335,100.488,100.704,100.841,100.898,101.287,101.596,101.792,101.952,102.118,102.439,102.63,102.817,102.965,103.181,103.387,103.517,103.734,103.889,104.1,104.337
경기도,수원영통구,66.187,66.245,66.355,66.431,66.46,66.558,66.657,66.778,66.835,66.872,66.902,66.999,67.056,67.089,67.136,67.174,67.258,67.33,67.366,67.425,67.489,67.578,67.74,67.904,68.072,68.145,68.227,68.356,68.495,68.769,68.933,69.104,69.308,69.518,69.759,70.002,70.16,70.426,70.653,70.938,71.195,71.502,71.78,72.053,72.377,72.66,72.973,73.311,73.644,73.964,74.3,74.473,74.701,74.938,75.175,75.501,75.856,76.1,76.4,76.93,77.893,78.653,79.316,80.187,80.856,81.53,81.933,82.321,83.763,84.292,84.765,85.314,85.92,86.632,87.314,88.01,88.676,89.338,90.164,90.941,91.713,92.552,93.411,94.298,94.953,95.575,96.127,96.612,97.063,97.502,97.961,98.421,98.712,98.956,99.016,98.841,98.982,98.872,98.846,98.813,98.804,98.809,98.821,98.904,98.984,99.126,99.434,99.509,99.772,100.0,100.202,100.506,100.768,100.954,101.179,101.312,101.452,101.657,101.898,102.057,102.243,102.381,102.512,102.679,102.798,102.997,103.268,103.527,103.704,103.887,104.093
경기도,수원장안구,78.841,78.855,78.928,78.963,79.378,78.584,78.667,78.776,78.9,78.697,78.453,78.716,78.803,78.574,78.608,78.544,78.452,78.401,78.41,78.609,78.624,78.839,78.839,78.988,79.029,79.109,79.189,79.287,79.383,79.383,80.178,80.22,80.333,80.405,80.411,80.408,80.602,80.602,80.588,80.966,81.274,81.322,82.31,83.082,83.207,83.931,84.099,84.212,84.45,84.718,85.35,85.468,85.695,85.884,86.13,86.282,86.514,86.903,86.903,87.214,87.638,87.905,88.216,88.407,88.844,89.146,89.265,89.437,89.735,90.078,90.327,90.849,91.34,91.499,91.806,92.222,92.681,92.895,93.197,93.56,93.914,94.394,94.853,95.375,95.747,96.074,96.296,96.68,96.878,97.14,97.593,98.016,98.326,98.751,99.01,99.109,99.078,99.312,99.308,99.314,99.326,99.337,99.312,99.365,99.366,99.405,99.428,99.477,99.844,100.0,100.112,100.351,100.592,100.736,100.909,101.111,101.33,101.58,101.789,101.969,102.194,102.444,102.599,102.808,102.959,103.136,103.282,103.513,103.68,103.8,103.927
경기도,수원팔달구,81.166,81.715,82.243,82.491,82.32,82.32,81.024,81.404,81.231,81.004,81.004,81.306,81.141,81.179,81.452,81.422,81.706,82.015,82.025,82.266,82.617,82.65,82.685,82.667,83.095,83.167,83.188,82.626,82.813,82.903,83.323,83.531,83.705,83.964,84.451,84.701,84.773,84.784,84.986,85.069,85.303,85.562,85.599,86.044,86.265,86.323,86.734,86.918,87.07,87.135,87.267,87.331,87.669,88.108,88.192,88.615,89.185,89.457,89.457,90.046,90.451,90.485,91.068,91.383,91.422,91.607,91.872,92.185,92.54,92.625,93.03,93.437,93.437,93.648,93.82,94.27,94.546,94.72,95.022,95.536,95.769,95.772,96.116,96.394,96.735,96.786,97.199,97.264,97.428,97.658,98.048,98.24,98.531,98.767,98.979,98.981,99.092,99.11,99.12,99.123,99.127,99.152,99.157,99.201,99.227,99.278,99.371,99.53,99.797,100.0,100.14,100.275,100.486,100.687,100.951,101.118,101.324,101.499,101.666,101.883,102.137,102.384,102.63,102.782,102.971,103.147,103.279,103.357,103.581,103.681,103.745
경기도,시흥시,76.85,76.957,77.109,77.171,77.028,77.057,77.22,77.528,77.222,77.116,77.525,78.427,78.776,78.87,79.106,79.107,79.071,79.243,79.38,79.413,79.7,79.824,79.863,80.1,80.537,80.76,80.985,81.162,81.32,81.683,83.271,83.738,83.898,83.881,84.041,84.18,84.249,84.434,84.423,84.612,84.802,85.162,85.404,85.457,85.516,85.784,85.937,86.212,86.484,86.952,87.106,87.39,87.524,87.712,87.857,87.893,88.322,88.61,88.724,89.065,89.185,89.465,89.683,89.971,90.264,90.465,90.672,90.826,91.417,91.84,92.138,92.358,92.647,92.899,93.215,93.463,93.63,94.172,94.397,94.795,95.14,95.364,95.743,96.041,96.316,96.701,96.886,97.227,97.454,97.757,97.981,98.367,98.582,98.823,99.108,99.268,99.308,99.306,99.335,99.348,99.391,99.432,99.447,99.4,99.405,99.439,99.51,99.59,99.708,100.0,100.09,100.206,100.406,100.451,100.662,100.796,100.925,101.158,101.383,101.614,101.743,102.101,102.276,102.457,102.566,102.781,102.982,103.273,103.447,103.623,103.841
경기도,안산단원구,80.237,80.142,80.168,80.168,80.222,80.24,80.318,80.463,80.538,80.538,80.538,80.597,80.555,80.628,80.6,80.621,81.111,81.164,81.498,81.534,81.64,81.746,81.746,81.904,82.432,82.639,82.828,83.131,83.29,83.506,83.702,83.924,84.173,84.233,84.498,84.498,84.654,84.854,85.306,85.472,85.516,85.641,85.821,86.078,86.315,86.451,86.674,87.128,87.281,87.531,87.634,87.833,87.956,88.25,88.377,88.556,88.724,89.034,89.4,89.696,89.986,90.352,90.641,90.855,91.172,91.501,91.741,91.981,92.342,92.5,92.645,92.842,93.195,93.435,93.618,93.847,94.217,94.523,94.786,95.005,95.341,95.601,95.928,96.277,96.609,96.851,97.099,97.427,97.701,97.986,98.241,98.476,98.776,99.065,99.27,99.327,99.345,99.349,99.32,99.321,99.32,99.301,99.266,99.266,99.258,99.256,99.436,99.669,99.787,100.0,100.068,100.204,100.364,100.636,100.82,100.979,101.142,101.339,101.496,101.647,101.796,101.864,101.997,102.154,102.339,102.525,102.744,102.952,103.191,103.405,103.598
경기도,안산상록구,86.787,86.909,86.912,86.924,87.068,87.125,87.092,87.109,87.176,87.172,87.216,87.291,87.365,87.423,87.494,87.35,87.431,87.496,87.568,87.678,87.752,87.882,87.969,88.028,88.13,88.188,88.235,88.278,88.399,88.555,88.621,88.785,88.785,88.772,88.796,88.881,88.913,88.996,89.022,89.107,89.209,89.435,89.64,89.9,90.101,90.28,90.414,90.537,90.698,90.906,91.11,91.148,91.313,91.474,91.615,91.793,92.007,92.185,92.338,92.563,92.785,92.895,93.05,93.284,93.38,93.499,93.644,93.795,93.96,94.095,94.344,94.494,94.681,94.849,94.984,95.158,95.381,95.55,95.733,95.902,96.137,96.318,96.514,96.855,97.128,97.279,97.452,97.693,97.849,98.1,98.42,98.633,98.943,99.063,99.148,99.155,99.261,99.25,99.303,99.304,99.31,99.322,99.312,99.428,99.479,99.544,99.611,99.712,99.82,100.0,100.207,100.397,100.574,100.815,101.012,101.146,101.294,101.499,101.723,101.9,102.068,102.273,102.467,102.605,102.826,103.011,103.201,103.403,103.634,103.833,104.098
경기도,안양동안구,,,,,,,,,,,,,,,,,,,,,78.984,79.04,78.935,78.97,79.077,79.141,79.203,79.301,79.509,79.805,80.073,80.341,80.55,80.795,80.985,81.375,81.605,81.855,82.011,82.185,82.337,82.489,82.744,82.938,83.209,83.455,83.596,83.897,84.104,84.375,84.589,84.896,85.141,85.46,85.772,86.07,86.304,86.56,86.879,87.284,87.631,87.876,88.253,88.617,88.915,89.194,89.434,89.679,90.024,90.382,90.681,90.984,91.254,91.566,91.91,92.18,92.487,92.829,93.149,93.463,93.789,94.109,94.448,94.781,95.081,95.415,95.777,96.122,96.475,96.857,97.209,97.553,97.904,98.189,98.38,98.532,98.611,98.676,98.706,98.72,98.601,98.815,99.079,99.065,99.296,99.445,99.664,99.748,99.906,100.0,100.263,100.625,100.828,101.125,101.316,101.521,101.733,101.987,102.171,102.394,102.545,102.704,102.983,103.131,103.343,103.582,103.795,103.965,104.203,104.556,104.832
경기도,안양만안구,74.217,74.185,74.316,74.619,74.871,74.841,75.107,75.365,75.439,75.469,75.724,75.964,75.975,75.857,75.903,76.291,76.508,76.557,76.667,76.039,76.064,76.149,76.396,76.793,76.793,76.926,76.943,77.127,77.283,77.488,77.488,77.69,77.818,77.949,78.091,78.21,78.393,78.696,78.913,78.978,78.978,79.166,79.345,79.441,79.821,80.19,80.412,80.923,81.941,82.177,82.349,82.349,82.51,82.666,82.915,83.368,83.771,84.28,84.654,85.307,85.567,85.85,86.12,86.692,87.008,87.26,87.58,87.714,87.971,88.241,88.431,88.642,88.965,89.25,89.499,89.955,90.32,90.676,91.175,91.905,92.592,93.034,93.37,93.798,94.228,94.781,95.334,95.742,96.247,96.637,97.175,97.706,98.113,98.375,98.556,98.686,98.825,99.098,99.183,99.215,99.324,99.338,99.417,99.439,99.433,99.467,99.614,99.722,99.88,100.0,100.301,100.544,100.782,101.032,101.199,101.379,101.529,101.734,101.943,102.145,102.312,102.481,102.625,102.906,103.03,103.26,103.49,103.617,103.886,104.071,104.369
경기도,양주시,77.598,77.598,77.598,77.39,77.306,77.293,77.18,76.997,77.074,77.252,77.316,77.526,77.571,77.603,77.662,77.749,77.856,77.856,78.792,78.861,79.184,79.422,79.437,79.508,79.53,79.591,79.7,79.716,79.99,80.682,80.911,81.155,81.173,81.273,81.435,81.307,81.45,81.512,81.565,81.708,81.835,82.225,81.978,82.084,82.084,82.084,82.437,82.855,83.185,83.386,83.386,83.555,84.413,85.376,85.389,85.47,85.845,86.086,86.683,86.888,87.226,88.228,88.566,89.178,90.166,90.274,90.408,90.734,91.048,91.568,92.394,92.818,93.427,93.818,94.234,94.45,94.916,95.257,95.585,95.742,95.878,96.286,96.697,96.97,97.365,97.924,98.344,98.487,98.82,99.057,99.258,99.535,99.705,99.858,100.058,100.151,100.127,100.109,100.1,100.053,100.056,100.053,99.839,99.826,99.861,99.88,99.899,99.931,100.0,100.0,100.085,100.115,100.266,100.359,100.461,100.585,100.61,100.641,100.661,100.7,100.764,100.813,100.861,100.949,101.009,101.258,101.368,101.46,101.551,101.624,101.673
