시도,시군구_통합,2014년 11월,2014년 12월,2015년 1월,2015년 2월,2015년 3월,2015년 4월,2015년 5월,2015년 6월,2015년 7월,2015년 8월,2015년 9월,2015년 10월,2015년 11월,2015년 12월,2016년 1월,2016년 2월,2016년 3월,2016년 4월,2016년 5월,2016년 6월,2016년 7월,2016년 8월,2016년 9월,2016년 10월,2016년 11월,2016년 12월,2017년 1월,2017년 2월,2017년 3월,2017년 4월,2017년 5월,2017년 6월,2017년 7월,2017년 8월,2017년 9월,2017년 10월,2017년 11월,2017년 12월,2018년 1월,2018년 2월,2018년 3월,2018년 4월,2018년 5월,2018년 6월,2018년 7월,2018년 8월,2018년 9월,2018년 10월,2018년 11월,2018년 12월,2019년 1월,2019년 2월,2019년 3월,2019년 4월,2019년 5월,2019년 6월,2019년 7월,2019년 8월,2019년 9월,2019년 10월,2019년 11월,2019년 12월,2020년 1월,2020년 2월,2020년 3월,2020년 4월,2020년 5월,2020년 6월,2020년 7월,2020년 8월,2020년 9월,2020년 10월,2020년 11월,2020년 12월,2021년 1월,2021년 2월,2021년 3월,2021년 4월,2021년 5월,2021년 6월,2021년 7월,2021년 8월,2021년 9월,2021년 10월,2021년 11월,2021년 12월,2022년 1월,2022년 2월,2022년 3월,2022년 4월,2022년 5월,2022년 6월,2022년 7월,2022년 8월,2022년 9월,2022년 10월,2022년 11월,2022년 12월,2023년 1월,2023년 2월,2023년 3월,2023년 4월,2023년 5월,2023년 6월,2023년 7월,2023년 8월,2023년 9월,2023년 10월,2023년 11월,2023년 12월,2024년 1월,2024년 2월,2024년 3월,2024년 4월,2024년 5월,2024년 6월,2024년 7월,2024년 8월,2024년 9월,2024년 10월,2024년 11월,2024년 12월,2025년 1월,2025년 2월,2025년 3월,2025년 4월,2025년 5월,2025년 6월,2025년 7월,2025년 8월,2025년 9월
서울특별시,송파구,69.353,69.459,69.585,69.731,69.888,70.076,70.291,70.446,70.655,70.852,71.022,71.18,71.371,71.608,71.708,71.868,72.009,72.19,72.424,72.621,72.812,73.062,73.217,73.413,73.539,73.791,73.947,74.158,74.325,74.516,74.934,75.325,75.696,76.05,76.272,76.558,76.929,77.176,77.464,77.739,78.057,78.309,78.472,78.771,79.234,79.823,80.371,80.915,81.482,81.778,82.079,82.193,82.368,82.532,83.052,83.463,83.866,84.358,84.746,85.191,85.628,85.997,86.596,87.112,87.412,87.642,87.983,88.348,88.718,89.104,89.598,89.921,90.332,90.817,91.157,91.588,92.022,92.437,92.867,93.328,93.772,94.151,94.59,95.045,95.466,95.878,96.361,96.771,97.19,97.626,98.002,98.491,98.85,99.263,99.371,99.294,99.278,99.241,99.208,99.175,99.2,99.24,99.286,99.332,99.382,99.456,99.555,99.69,99.816,100.0,100.126,100.236,100.346,100.496,100.673,100.84,100.992,101.194,101.445,101.722,101.964,102.201,102.408,102.611,102.843,103.073,103.33,103.579,103.874,104.232,104.613
서울특별시,양천구,71.196,71.424,71.695,71.973,72.262,72.341,72.471,72.559,72.648,72.869,72.991,73.165,73.259,73.38,73.48,73.654,73.741,73.91,74.077,74.326,74.577,74.752,74.928,75.067,75.178,75.275,75.443,75.555,75.675,75.961,76.358,76.852,77.265,77.772,77.947,78.141,78.458,78.763,79.082,79.28,79.739,80.134,80.54,80.885,81.35,81.752,82.244,82.648,82.922,83.282,83.58,83.976,84.253,84.619,84.925,85.216,85.81,86.183,86.604,87.047,87.409,87.894,88.19,88.525,88.89,89.281,89.647,89.965,90.474,90.764,91.076,91.442,91.762,92.116,92.416,92.799,93.158,93.597,93.946,94.338,94.706,95.083,95.434,95.765,96.165,96.529,96.853,97.174,97.504,97.858,98.237,98.596,98.944,99.26,99.49,99.475,99.385,99.147,98.958,98.881,98.816,98.752,98.78,98.797,98.87,99.0,99.185,99.452,99.758,100.0,100.161,100.373,100.547,100.751,101.002,101.283,101.637,101.822,101.977,102.342,102.579,102.822,103.054,103.179,103.423,103.677,103.922,104.262,104.543,104.888,105.217
서울특별시,영등포구,72.947,73.051,73.171,73.255,73.38,73.548,73.76,73.879,73.952,74.059,74.212,74.303,74.455,74.53,74.58,74.682,74.756,74.873,74.999,75.146,75.282,75.431,75.654,75.794,76.029,76.156,76.298,76.519,76.799,77.03,77.342,77.677,78.019,78.243,78.454,78.6,78.798,78.97,79.159,79.363,79.705,79.951,80.126,80.535,80.924,81.483,81.804,82.303,82.839,83.436,83.84,84.337,84.666,84.979,85.295,85.69,85.939,86.246,86.582,86.951,87.317,87.794,88.152,88.612,88.976,89.31,89.591,89.921,90.308,90.577,90.884,91.114,91.404,91.721,92.06,92.388,92.704,93.046,93.404,93.776,94.124,94.515,94.994,95.476,95.887,96.343,96.735,97.108,97.493,97.838,98.237,98.624,98.951,99.32,99.538,99.514,99.491,99.435,99.347,99.255,99.217,99.174,99.143,99.145,99.201,99.326,99.496,99.674,99.836,100.0,100.159,100.316,100.468,100.621,100.811,101.039,101.252,101.438,101.632,101.842,102.055,102.226,102.421,102.599,102.816,102.997,103.234,103.427,103.667,103.934,104.217
서울특별시,용산구,70.884,70.994,71.035,71.072,71.14,71.262,71.347,71.395,71.451,71.534,71.58,71.721,71.773,71.87,72.056,72.189,72.294,72.428,72.487,72.698,72.909,73.107,73.294,73.523,73.801,74.002,74.168,74.372,74.598,74.857,75.234,75.819,76.297,76.677,77.005,77.142,77.349,77.644,78.328,78.883,79.179,79.472,79.697,80.058,80.991,81.553,82.027,82.5,82.976,83.328,83.556,83.914,84.255,84.52,84.891,85.361,85.785,86.111,86.457,86.886,87.33,87.701,88.051,88.402,88.668,88.935,89.218,89.525,89.855,90.138,90.444,90.712,91.004,91.399,91.687,92.086,92.418,92.845,93.244,93.598,93.998,94.391,94.833,95.247,95.61,96.002,96.337,96.613,96.876,97.247,97.621,98.087,98.571,98.971,99.188,99.142,99.017,98.853,98.75,98.764,98.782,98.835,98.914,98.986,99.042,99.207,99.358,99.545,99.782,100.0,100.154,100.399,100.599,100.805,101.062,101.292,101.546,101.872,102.201,102.521,102.844,103.117,103.38,103.642,104.009,104.406,104.701,105.186,105.654,106.342,107.072
서울특별시,은평구,74.652,74.702,74.827,74.955,75.16,75.324,75.471,75.632,75.742,75.876,76.033,76.234,76.356,76.518,76.584,76.749,76.898,77.067,77.138,77.324,77.464,77.661,77.793,77.979,78.12,78.234,78.304,78.42,78.594,78.806,79.14,79.377,79.66,79.936,80.126,80.335,80.439,80.637,80.888,81.202,81.568,81.762,82.008,82.312,82.689,83.079,83.747,84.259,84.697,84.984,85.19,85.363,85.65,85.972,86.304,86.64,87.064,87.431,87.755,88.137,88.498,88.906,89.263,89.65,89.87,90.085,90.369,90.688,91.059,91.402,91.75,92.102,92.448,92.792,93.171,93.585,93.963,94.317,94.647,95.02,95.39,95.811,96.183,96.622,96.984,97.319,97.62,97.982,98.291,98.612,98.971,99.317,99.668,99.968,100.05,100.024,99.706,99.495,99.345,99.244,99.214,99.168,99.142,99.166,99.202,99.348,99.56,99.724,99.873,100.0,100.14,100.285,100.469,100.662,100.847,101.048,101.286,101.52,101.734,101.958,102.17,102.349,102.511,102.652,102.829,103.02,103.19,103.437,103.631,103.813,104.082
서울특별시,종로구,74.315,74.389,74.441,74.479,74.583,74.707,74.805,74.936,75.062,75.176,75.274,75.38,75.545,75.72,75.826,75.902,76.073,76.164,76.286,76.4,76.557,76.724,76.876,77.034,77.148,77.259,77.313,77.431,77.597,77.794,78.072,78.34,78.623,78.817,79.052,79.218,79.388,79.629,80.024,80.319,80.553,80.765,81.133,81.504,81.903,82.356,82.844,83.297,83.752,84.095,84.417,84.621,84.886,85.161,85.532,85.896,86.24,86.633,86.994,87.386,87.716,88.017,88.352,88.625,88.876,89.063,89.306,89.596,89.924,90.271,90.625,90.979,91.327,91.719,92.049,92.398,92.773,93.156,93.516,93.892,94.308,94.702,95.122,95.469,95.881,96.258,96.584,96.926,97.279,97.677,98.125,98.573,99.042,99.398,99.606,99.58,99.408,99.188,99.044,98.925,98.834,98.819,98.874,98.902,98.95,99.05,99.271,99.551,99.792,100.0,100.154,100.323,100.52,100.777,101.045,101.321,101.604,101.864,102.14,102.366,102.57,102.754,102.939,103.117,103.361,103.622,103.88,104.126,104.395,104.606,104.936
서울특별시,중구,75.079,75.197,75.278,75.355,75.478,75.58,75.678,75.772,75.847,75.959,76.082,76.212,76.344,76.471,76.586,76.72,76.822,76.925,77.057,77.189,77.356,77.501,77.658,77.797,77.917,78.053,78.184,78.275,78.444,78.616,78.856,79.138,79.54,79.777,79.991,80.109,80.267,80.47,80.82,81.165,81.544,81.824,82.13,82.317,82.622,82.923,83.404,83.875,84.307,84.601,84.878,85.101,85.351,85.625,85.919,86.194,86.57,86.945,87.343,87.69,88.032,88.425,88.725,89.068,89.346,89.573,89.825,90.11,90.526,90.887,91.307,91.667,92.022,92.418,92.787,93.15,93.519,93.902,94.297,94.712,95.138,95.55,95.913,96.297,96.655,96.99,97.271,97.51,97.784,98.098,98.467,98.858,99.215,99.49,99.724,99.692,99.546,99.378,99.273,99.183,99.143,99.09,99.101,99.143,99.192,99.293,99.433,99.641,99.832,100.0,100.137,100.274,100.447,100.637,100.811,100.982,101.181,101.405,101.627,101.865,102.078,102.293,102.507,102.731,102.947,103.151,103.383,103.622,103.857,104.085,104.375
서울특별시,중랑구,75.787,75.891,76.007,76.075,76.235,76.427,76.716,76.854,77.061,77.259,77.491,77.651,77.858,77.977,78.094,78.226,78.427,78.571,78.737,78.992,79.312,79.464,79.721,79.941,80.078,80.186,80.294,80.442,80.604,80.853,81.209,81.467,81.775,82.096,82.377,82.589,82.783,82.979,83.25,83.435,83.742,83.958,84.212,84.468,84.85,85.152,85.551,86.017,86.381,86.789,87.057,87.251,87.549,87.863,88.154,88.408,88.649,88.91,89.175,89.531,89.782,90.104,90.441,90.741,90.979,91.277,91.514,91.767,92.0,92.238,92.556,92.833,93.178,93.408,93.755,94.07,94.41,94.741,95.093,95.459,95.807,96.174,96.522,96.778,97.103,97.435,97.689,97.938,98.22,98.512,98.822,99.145,99.45,99.737,99.854,99.786,99.676,99.578,99.439,99.31,99.176,99.084,99.057,99.073,99.121,99.218,99.402,99.616,99.819,100.0,100.124,100.237,100.364,100.481,100.656,100.845,101.037,101.237,101.45,101.669,101.873,102.08,102.277,102.458,102.647,102.841,103.019,103.229,103.428,103.629,103.818
인천광역시,계양구,75.081,75.327,75.502,75.937,76.1,76.164,76.344,76.393,76.785,77.181,77.357,77.656,77.746,77.752,77.903,78.15,78.074,78.309,78.276,78.264,78.568,78.843,79.223,79.323,79.394,79.429,79.501,79.554,79.75,79.845,80.289,80.521,80.797,81.03,81.197,81.422,81.676,81.798,81.866,82.059,82.201,82.384,82.596,82.85,82.956,83.233,83.544,83.879,84.189,84.493,84.855,85.241,85.597,85.962,86.236,86.682,87.034,87.355,87.692,88.09,88.392,88.761,89.248,89.697,90.021,90.406,90.77,91.107,91.557,91.991,92.25,92.58,92.888,93.236,93.605,93.792,94.183,94.702,95.142,95.404,95.708,96.061,96.342,96.85,97.216,97.574,97.845,98.007,98.211,98.512,98.916,99.045,99.324,99.582,99.705,99.749,99.527,99.493,99.471,99.45,99.448,99.46,99.487,99.54,99.62,99.709,99.729,99.801,99.856,100.0,100.108,100.132,100.224,100.348,100.404,100.515,100.602,100.651,100.745,100.877,100.981,101.03,101.093,101.14,101.185,101.264,101.329,101.401,101.449,101.562,101.63
인천광역시,남동구,75.114,75.285,75.281,75.138,75.082,75.013,74.851,74.894,75.221,75.408,75.366,75.323,75.479,75.525,75.477,75.32,75.07,75.308,75.39,75.526,76.36,76.513,76.649,76.995,77.065,77.257,77.408,77.702,78.031,78.415,78.635,78.86,79.132,79.525,79.767,79.99,80.136,80.304,80.375,80.434,80.694,81.093,81.285,81.536,81.728,82.193,82.573,82.979,83.352,83.708,83.977,84.328,84.692,85.044,85.341,85.569,85.94,86.297,86.783,87.206,87.481,87.854,88.291,88.712,89.021,89.32,89.616,89.919,90.275,90.653,91.028,91.371,91.653,92.054,92.581,92.902,93.583,94.114,94.571,94.897,95.167,95.503,95.891,96.196,96.512,96.864,97.233,97.523,97.805,98.125,98.424,98.695,98.946,99.215,99.439,99.46,99.328,99.273,99.218,99.181,99.208,99.261,99.355,99.458,99.541,99.63,99.719,99.822,99.897,100.0,100.093,100.173,100.319,100.442,100.582,100.7,100.844,100.948,101.065,101.158,101.24,101.342,101.408,101.452,101.52,101.618,101.698,101.764,101.796,101.827,101.882
인천광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.874,99.806,99.697,99.617,99.573,99.571,99.587,99.64,99.632,99.673,99.741,99.793,99.879,99.926,100.0,100.087,100.144,100.191,100.237,100.298,100.347,100.392,100.455,100.473,100.537,100.635,100.736,100.806,100.782,100.818,100.808,100.813,100.807,100.838,100.854,100.897
인천광역시,미추홀구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.432,84.739,85.131,85.492,86.126,86.506,86.768,87.098,87.379,87.648,87.972,88.153,88.454,88.57,88.913,89.256,89.616,89.941,90.286,90.665,90.921,91.182,91.38,91.63,91.923,92.186,92.457,92.718,92.924,93.157,93.335,93.657,93.923,94.309,94.536,94.791,95.053,95.432,95.914,96.325,96.77,97.21,97.481,97.829,98.135,98.429,98.726,99.012,99.257,99.514,99.693,99.632,99.5,99.354,99.227,99.195,99.21,99.274,99.372,99.49,99.595,99.681,99.759,99.838,99.922,100.0,100.09,100.195,100.301,100.446,100.566,100.678,100.804,100.945,101.046,101.148,101.273,101.374,101.524,101.563,101.62,101.68,101.732,101.78,101.838,101.929,101.997
인천광역시,부평구,77.807,77.941,77.881,77.89,78.102,78.21,78.288,78.523,78.459,78.526,78.705,78.769,78.821,78.856,79.047,79.119,79.293,79.259,79.273,79.466,79.501,79.519,79.615,79.627,79.711,79.751,79.851,80.234,80.405,80.721,80.913,81.251,81.558,81.946,82.105,82.223,82.482,82.712,82.919,82.934,83.126,83.332,83.522,83.689,83.893,84.275,84.658,85.003,85.209,85.467,85.739,86.011,86.292,86.519,86.912,87.164,87.438,87.65,87.949,88.269,88.734,89.105,89.53,89.769,89.969,90.275,90.536,90.963,91.187,91.458,91.728,91.989,92.346,92.613,92.891,93.155,93.436,93.879,94.253,94.613,94.961,95.324,95.656,95.98,96.287,96.593,96.92,97.23,97.607,97.98,98.338,98.648,98.941,99.24,99.462,99.476,99.335,99.334,99.285,99.248,99.26,99.294,99.337,99.377,99.446,99.509,99.64,99.739,99.84,100.0,100.123,100.225,100.302,100.423,100.538,100.627,100.775,100.916,101.018,101.133,101.26,101.355,101.42,101.477,101.536,101.616,101.672,101.742,101.799,101.901,101.971
인천광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,80.255,80.324,80.429,80.695,80.895,81.024,81.385,81.503,81.929,82.293,82.538,82.763,82.965,83.145,83.322,83.548,83.764,84.013,84.232,84.591,84.978,85.063,85.433,86.316,86.617,86.894,87.068,87.461,87.796,88.22,88.493,88.677,88.982,89.234,89.586,89.909,90.232,90.603,90.978,91.287,91.611,91.917,92.137,92.417,92.709,92.959,93.192,93.419,93.674,93.934,94.145,94.387,94.614,94.877,95.133,95.415,95.672,95.939,96.374,96.646,96.925,97.191,97.41,97.661,97.937,98.233,98.501,98.777,99.004,99.207,99.343,99.393,99.33,99.186,99.167,99.166,99.177,99.192,99.319,99.374,99.472,99.54,99.607,99.755,99.895,100.0,100.133,100.243,100.366,100.513,100.639,100.777,100.88,101.076,101.189,101.277,101.37,101.452,101.553,101.656,101.725,101.799,101.862,101.916,101.977,102.035,102.12
인천광역시,연수구,80.85,80.791,80.954,80.919,80.737,81.049,81.224,81.344,81.427,81.481,81.546,81.494,81.549,81.671,81.713,81.747,81.77,81.776,81.761,81.849,81.863,81.916,81.982,82.07,82.308,82.491,82.248,82.3,82.89,82.995,83.096,83.182,83.528,83.853,83.936,84.097,84.377,84.474,84.733,84.869,85.197,85.243,85.445,85.589,85.764,86.008,86.245,86.429,86.686,86.984,87.175,87.474,87.698,87.92,88.189,88.405,88.692,89.004,89.206,89.315,89.661,89.781,90.457,90.625,90.827,91.025,91.252,91.541,91.819,91.931,91.993,92.563,92.993,93.307,93.651,93.801,94.036,94.342,94.561,94.798,95.147,95.654,95.902,96.408,96.746,97.111,97.43,97.696,98.073,98.349,98.589,98.861,99.116,99.354,99.462,99.544,99.456,99.403,99.393,99.383,99.402,99.432,99.506,99.58,99.675,99.728,99.81,99.86,99.95,100.0,100.112,100.341,100.585,100.787,101.038,101.248,101.489,101.678,101.731,101.813,101.757,101.634,101.731,101.761,101.825,101.872,101.932,101.978,102.018,102.073,102.146
인천광역시,중구,84.836,84.349,84.428,84.317,84.126,84.091,83.931,84.034,84.119,84.382,84.882,84.908,85.036,85.06,85.201,85.22,85.184,85.336,85.499,85.715,85.617,86.195,86.53,86.796,86.822,86.563,86.564,86.969,87.272,87.479,87.789,87.91,87.811,87.844,87.985,88.498,88.892,89.127,89.223,89.431,89.656,89.877,89.978,90.193,90.414,90.618,90.736,90.902,91.06,91.317,91.401,91.513,91.639,91.844,91.95,92.065,92.395,92.605,92.693,92.707,92.84,93.033,93.46,93.747,93.807,93.925,94.057,94.254,94.312,94.402,94.601,94.788,95.035,95.28,95.448,95.625,95.86,96.04,96.219,96.461,96.853,97.146,97.372,97.54,97.762,98.252,98.477,98.617,98.969,99.194,99.435,99.706,99.95,100.146,100.258,100.247,99.999,99.845,99.764,99.721,99.632,99.592,99.674,99.708,99.751,99.794,99.829,99.887,99.945,100.0,100.049,100.111,100.174,100.229,100.313,100.374,100.44,100.508,100.585,100.65,100.704,100.759,100.801,100.829,100.85,100.868,100.877,100.895,100.96,101.049,101.122
충청남도,아산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.028,99.006,98.969,99.057,99.107,99.199,99.311,99.445,99.53,99.759,99.81,99.794,99.881,100.0,100.104,100.19,100.206,100.293,100.367,100.545,100.606,100.761,100.996,101.203,101.354,101.511,101.68,101.788,101.904,102.008,102.178,102.265,102.448,102.557,102.67
충청남도,천안동남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.719,98.662,98.585,98.598,98.678,98.736,98.839,99.024,99.171,99.245,99.458,99.574,99.657,99.776,100.0,100.157,100.36,100.546,100.626,100.707,100.932,101.089,101.296,101.35,101.396,101.403,101.549,101.633,101.654,101.728,101.797,101.844,101.884,101.873,101.937,101.931
충청남도,천안서북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.908,98.972,98.813,98.809,98.837,98.783,98.881,99.007,99.119,99.263,99.437,99.514,99.683,99.789,100.0,100.145,100.287,100.437,100.588,100.722,101.003,101.091,101.331,101.517,101.674,101.794,101.913,102.039,102.094,102.213,102.32,102.426,102.548,102.655,102.9,103.075
